,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win_target,3_win_target,5_win_target,7_win_target,10_win_target
1397,MIL,52,20,52,38.5,8,24,33.3,4,8,50.0,8,25,33,14,7,5,2,8,12,True,True,True,True,False
1398,MIN,64,27,48,56.3,4,11,36.4,6,10,60.0,5,18,23,9,6,4,5,11,3,False,False,False,False,False
1399,NOP,53,18,42,42.9,4,18,22.2,13,19,68.4,2,20,22,12,7,4,0,15,6,False,False,False,False,False
1400,OKC,51,21,43,48.8,4,17,23.5,5,5,100.0,0,20,20,11,7,6,4,10,4,True,True,True,True,True
1401,ORL,40,13,44,29.5,2,14,14.3,12,13,92.3,4,22,26,8,8,4,7,11,-12,False,False,False,False,False
1402,PHX,61,25,49,51.0,6,16,37.5,5,6,83.3,6,17,23,15,5,2,3,10,-3,True,True,True,True,True
1403,SAC,59,21,42,50.0,10,22,45.5,7,9,77.8,2,17,19,17,6,5,5,8,-5,True,False,False,False,False
1404,TOR,49,21,49,42.9,6,21,28.6,1,5,20.0,6,22,28,13,7,1,3,6,-2,True,False,False,False,False
1405,UTA,47,19,42,45.2,5,14,35.7,4,4,100.0,3,20,23,11,9,5,0,5,-4,False,False,False,False,False
1406,ATL,64,22,45,48.9,13,28,46.4,7,7,100.0,1,17,18,17,7,3,3,10,-2,False,False,False,False,False
1407,CHA,53,19,41,46.3,7,19,36.8,8,12,66.7,5,18,23,12,7,0,3,11,5,True,True,True,False,False
1408,DEN,50,19,47,40.4,5,16,31.3,7,7,100.0,3,17,20,16,7,8,6,7,-5,False,False,False,False,False
1409,MIA,66,27,51,52.9,8,22,36.4,4,6,66.7,4,18,22,19,6,4,2,6,2,True,True,True,True,True
1410,NYK,41,16,47,34.0,2,15,13.3,7,10,70.0,7,17,24,8,7,4,0,11,-19,False,False,False,False,False
1411,PHI,55,20,45,44.4,7,18,38.9,8,9,88.9,5,22,27,15,10,4,2,10,5,True,True,False,False,False
1412,POR,60,19,45,42.2,9,24,37.5,13,15,86.7,7,23,30,6,8,4,6,8,19,True,True,True,True,True
1413,WAS,48,18,40,45.0,3,13,23.1,9,13,69.2,3,15,18,12,5,4,2,11,-5,False,False,False,False,False
1414,ATL,52,21,47,44.7,5,19,26.3,5,7,71.4,6,17,23,16,11,5,3,9,-14,False,False,False,False,False
1415,BKN,64,24,46,52.2,6,15,40.0,10,16,62.5,10,19,29,13,6,4,2,10,11,False,False,False,False,False
1416,BOS,57,22,48,45.8,8,18,44.4,5,7,71.4,5,18,23,16,6,4,2,15,-4,False,False,False,False,False
1417,CHA,53,18,48,37.5,7,17,41.2,10,13,76.9,10,13,23,12,6,2,4,13,-11,True,True,False,False,False
1418,CHI,66,27,50,54.0,5,12,41.7,7,8,87.5,3,19,22,15,7,6,4,10,14,True,True,True,True,True
1419,CLE,57,25,47,53.2,4,15,26.7,3,6,50.0,6,15,21,12,8,3,4,7,-7,False,False,False,False,False
1420,GSW,50,17,51,33.3,4,18,22.2,12,15,80.0,10,13,23,11,2,3,3,12,-18,False,False,False,False,False
1421,HOU,64,23,45,51.1,8,20,40.0,10,10,100.0,4,15,19,9,6,4,2,8,7,True,True,True,False,False
1422,IND,61,19,41,46.3,6,16,37.5,17,20,85.0,3,17,20,13,7,5,4,7,4,True,True,False,False,False
1423,LAC,64,25,46,54.3,7,18,38.9,7,10,70.0,5,17,22,18,8,4,2,11,18,True,True,True,True,True
1424,LAL,51,20,48,41.7,6,14,42.9,5,9,55.6,9,22,31,10,10,6,2,8,13,True,True,True,True,False
1425,MEM,51,20,46,43.5,6,16,37.5,5,7,71.4,4,25,29,12,11,4,0,11,0,True,True,True,False,False
1426,MIL,69,27,54,50.0,12,23,52.2,3,4,75.0,4,23,27,15,2,7,2,7,23,True,True,True,True,True
1427,MIN,59,21,45,46.7,9,26,34.6,8,9,88.9,3,14,17,9,5,5,1,7,0,False,False,False,False,False
1428,NOP,46,17,46,37.0,7,24,29.2,5,8,62.5,3,21,24,12,12,2,4,6,-23,False,False,False,False,False
1429,NYK,68,25,43,58.1,6,10,60.0,12,18,66.7,7,24,31,14,5,2,4,11,18,True,False,False,False,False
1430,OKC,47,17,41,41.5,9,20,45.0,4,8,50.0,5,24,29,13,9,3,4,10,9,False,False,False,False,False
1431,ORL,38,17,45,37.8,2,12,16.7,2,6,33.3,5,16,21,7,7,7,4,8,-13,False,False,False,False,False
1432,PHX,51,18,50,36.0,4,20,20.0,11,11,100.0,5,20,25,14,6,2,1,7,0,False,False,False,False,False
1433,SAC,38,16,45,35.6,3,16,18.8,3,6,50.0,2,17,19,3,5,5,2,9,-9,True,False,False,False,False
1434,TOR,46,16,44,36.4,4,19,21.1,10,12,83.3,9,15,24,9,11,5,2,9,-18,False,False,False,False,False
1435,UTA,59,23,41,56.1,6,14,42.9,7,9,77.8,5,18,23,8,9,2,2,9,0,True,True,True,True,True
1436,BOS,59,24,45,53.3,5,16,31.3,6,8,75.0,4,11,15,12,2,1,4,10,3,False,False,False,False,False
1437,CLE,53,21,45,46.7,7,20,35.0,4,7,57.1,6,20,26,11,7,2,3,9,10,True,True,True,True,False
1438,DAL,65,24,48,50.0,10,26,38.5,7,12,58.3,7,20,27,12,4,1,1,9,7,True,True,True,True,True
1439,DEN,62,22,44,50.0,11,20,55.0,7,12,58.3,8,17,25,13,5,2,0,5,9,True,True,True,True,True
1440,DET,58,23,49,46.9,5,21,23.8,7,8,87.5,4,15,19,13,3,3,1,7,-7,False,False,False,False,False
1441,PHI,56,22,45,48.9,9,17,52.9,3,4,75.0,5,15,20,16,5,1,3,11,-3,True,True,True,False,False
1442,POR,53,22,45,48.9,5,15,33.3,4,6,66.7,3,15,18,11,2,3,2,8,-9,False,False,False,False,False
1443,SAS,43,17,40,42.5,4,10,40.0,5,5,100.0,0,16,16,10,5,3,2,9,-10,False,False,False,False,False
1444,ATL,48,20,52,38.5,0,13,0.0,8,13,61.5,9,20,29,12,7,3,3,11,-15,False,False,False,False,False
1445,CHA,44,15,43,34.9,2,18,11.1,12,14,85.7,8,28,36,11,11,3,2,9,4,True,True,True,True,False
1446,CHI,40,15,46,32.6,4,15,26.7,6,7,85.7,4,18,22,11,6,6,4,11,-4,False,False,False,False,False
1447,GSW,56,23,46,50.0,5,12,41.7,5,8,62.5,10,16,26,9,7,5,4,13,7,False,False,False,False,False
1448,HOU,62,22,40,55.0,11,19,57.9,7,8,87.5,3,22,25,8,8,2,2,8,7,True,True,True,True,True
1449,IND,63,27,50,54.0,2,10,20.0,7,10,70.0,3,22,25,14,6,3,0,9,15,True,True,True,True,False
1450,LAC,65,21,43,48.8,5,14,35.7,18,19,94.7,5,17,22,5,7,0,0,12,7,True,True,True,False,False
1451,LAL,51,21,42,50.0,3,14,21.4,6,9,66.7,7,18,25,11,11,1,4,12,-8,True,False,False,False,False
1452,MEM,62,21,54,38.9,10,26,38.5,10,12,83.3,6,17,23,13,5,7,1,16,-2,False,False,False,False,False
1453,MIA,59,22,44,50.0,4,16,25.0,11,14,78.6,2,15,17,13,3,6,1,7,8,False,False,False,False,False
1454,MIL,64,20,39,51.3,5,14,35.7,19,20,95.0,1,25,26,11,11,1,2,9,2,True,True,True,True,True
1455,MIN,58,20,43,46.5,6,20,30.0,12,14,85.7,3,17,20,11,10,3,2,14,-7,False,False,False,False,False
1456,NOP,57,22,47,46.8,6,13,46.2,7,11,63.6,5,17,22,14,5,3,0,11,-5,False,False,False,False,False
1457,NYK,45,20,49,40.8,3,16,18.8,2,4,50.0,9,16,25,9,5,4,1,9,-9,True,False,False,False,False
1458,ORL,55,22,52,42.3,9,21,42.9,2,3,66.7,7,11,18,17,3,3,5,7,-7,False,False,False,False,False
1459,PHI,62,25,48,52.1,4,12,33.3,8,10,80.0,4,22,26,14,6,3,4,10,5,True,True,True,False,False
1460,SAC,54,21,42,50.0,9,15,60.0,3,4,75.0,5,17,22,8,6,0,2,8,9,False,False,False,False,False
1461,UTA,49,16,37,43.2,7,18,38.9,10,12,83.3,3,13,16,11,7,3,1,8,-7,True,True,True,True,False
1462,BKN,60,22,49,44.9,9,24,37.5,7,9,77.8,4,22,26,14,8,2,1,9,-5,False,False,False,False,False
1463,CHI,55,22,46,47.8,4,11,36.4,7,8,87.5,4,22,26,11,5,7,5,11,-2,True,False,False,False,False
1464,CLE,51,20,46,43.5,7,15,46.7,4,5,80.0,9,16,25,15,10,3,2,7,-18,False,False,False,False,False
1465,DAL,50,18,47,38.3,7,21,33.3,7,12,58.3,4,17,21,12,8,3,1,11,-23,False,False,False,False,False
1466,DEN,52,21,42,50.0,5,18,27.8,5,6,83.3,3,19,22,14,9,2,2,14,3,True,True,True,True,False
1467,DET,62,21,46,45.7,10,27,37.0,10,12,83.3,3,18,21,15,2,3,0,5,10,True,True,True,True,False
1468,HOU,52,22,48,45.8,6,22,27.3,2,4,50.0,6,18,24,14,6,1,3,8,-10,False,False,False,False,False
1469,LAC,57,21,41,51.2,5,9,55.6,10,14,71.4,0,20,20,11,7,4,0,7,2,False,False,False,False,False
1470,MEM,69,25,39,64.1,5,11,45.5,14,17,82.4,3,22,25,18,14,6,2,11,15,True,True,True,True,True
1471,MIA,73,23,42,54.8,12,19,63.2,15,15,100.0,0,26,26,19,5,7,2,7,23,True,True,False,False,False
1472,MIL,69,28,49,57.1,9,22,40.9,4,7,57.1,7,15,22,15,3,8,2,6,18,True,True,True,True,True
1473,OKC,49,16,36,44.4,2,11,18.2,15,16,93.8,0,17,17,10,6,5,1,9,-3,False,False,False,False,False
1474,PHX,48,19,49,38.8,3,16,18.8,7,13,53.8,2,25,27,12,3,4,3,8,4,False,False,False,False,False
1475,SAS,44,16,48,33.3,4,16,25.0,8,10,80.0,5,29,34,11,8,2,4,11,-4,True,False,False,False,False
1476,TOR,65,21,47,44.7,11,23,47.8,12,14,85.7,3,18,21,12,4,4,4,11,5,True,True,True,True,False
1477,WAS,54,20,49,40.8,8,20,40.0,6,10,60.0,7,10,17,12,9,8,1,13,-15,False,False,False,False,False
1478,ATL,48,15,44,34.1,7,25,28.0,11,12,91.7,2,14,16,9,10,6,2,11,-7,False,False,False,False,False
1479,BKN,57,24,51,47.1,3,9,33.3,6,8,75.0,7,19,26,11,7,6,0,11,14,True,True,True,True,True
1480,CHA,44,17,54,31.5,4,20,20.0,6,8,75.0,14,17,31,12,8,2,5,10,-15,False,False,False,False,False
1481,DEN,67,29,51,56.9,5,14,35.7,4,8,50.0,8,15,23,17,4,4,1,3,16,True,True,True,False,False
1482,GSW,42,16,36,44.4,2,11,18.2,8,10,80.0,2,10,12,12,12,7,0,10,-9,False,False,False,False,False
1483,IND,59,22,42,52.4,5,13,38.5,10,11,90.9,2,20,22,18,4,4,4,9,15,True,True,True,True,True
1484,LAL,55,20,41,48.8,2,14,14.3,13,18,72.2,8,23,31,8,14,8,4,15,7,True,True,False,False,False
1485,NOP,57,23,42,54.8,8,19,42.1,3,7,42.9,5,17,22,16,10,3,5,12,-1,False,False,False,False,False
1486,NYK,51,22,45,48.9,4,15,26.7,3,3,100.0,5,15,20,10,9,4,1,9,-16,False,False,False,False,False
1487,ORL,58,22,49,44.9,6,17,35.3,8,10,80.0,7,15,22,13,5,4,0,6,1,True,True,True,True,True
1488,PHI,43,18,43,41.9,3,14,21.4,4,5,80.0,3,17,20,12,10,3,4,9,-14,False,False,False,False,False
1489,SAC,51,19,32,59.4,4,12,33.3,9,10,90.0,2,14,16,12,14,5,1,9,9,True,True,True,True,True
1490,CHI,68,28,48,58.3,7,16,43.8,5,7,71.4,3,15,18,19,3,11,1,9,19,False,False,False,False,False
1491,CLE,54,20,44,45.5,6,18,33.3,8,10,80.0,6,17,23,15,8,1,1,6,-12,False,False,False,False,False
1492,DAL,59,22,48,45.8,9,24,37.5,6,6,100.0,5,24,29,14,5,2,4,8,3,True,True,False,False,False
1493,DET,61,24,52,46.2,7,21,33.3,6,8,75.0,9,12,21,16,8,4,2,10,-6,False,False,False,False,False
1494,HOU,53,21,52,40.4,5,20,25.0,6,11,54.5,8,16,24,10,9,4,3,8,-19,True,False,False,False,False
1495,MEM,73,27,41,65.9,11,16,68.8,8,13,61.5,3,11,14,23,5,3,2,9,15,True,True,True,False,False
1496,MIA,58,19,39,48.7,5,12,41.7,15,16,93.8,6,12,18,13,9,2,3,12,-15,False,False,False,False,False
1497,MIL,56,22,56,39.3,7,23,30.4,5,6,83.3,8,20,28,14,3,3,2,6,-3,False,False,False,False,False
1498,OKC,49,16,34,47.1,6,16,37.5,11,14,78.6,4,16,20,11,14,2,1,6,-19,True,False,False,False,False
1499,PHX,67,25,43,58.1,5,15,33.3,12,14,85.7,2,16,18,19,10,4,3,12,8,False,False,False,False,False
1500,POR,59,20,40,50.0,7,15,46.7,12,14,85.7,3,13,16,11,11,4,4,17,-8,True,False,False,False,False
1501,SAS,72,27,46,58.7,10,17,58.8,8,8,100.0,1,25,26,15,11,5,2,10,19,False,False,False,False,False
1502,TOR,66,28,51,54.9,6,16,37.5,4,5,80.0,4,18,22,16,2,5,1,10,12,True,True,True,True,True
1503,WAS,67,25,45,55.6,7,13,53.8,10,11,90.9,4,14,18,15,8,5,4,10,6,True,True,True,True,True
1504,ATL,53,21,50,42.0,7,20,35.0,4,6,66.7,6,16,22,9,9,1,2,13,-24,False,False,False,False,False
1505,BKN,42,16,46,34.8,5,22,22.7,5,8,62.5,4,27,31,11,6,2,7,7,7,True,True,True,False,False
1506,CHA,53,19,41,46.3,5,15,33.3,10,16,62.5,9,18,27,12,11,3,4,9,6,True,True,True,True,False
1507,IND,50,20,43,46.5,5,14,35.7,5,10,50.0,7,14,21,12,7,3,4,10,-2,True,False,False,False,False
1508,LAC,54,20,50,40.0,6,18,33.3,8,10,80.0,6,20,26,8,7,7,0,6,10,True,True,True,True,True
1509,LAL,52,23,47,48.9,2,10,20.0,4,7,57.1,8,14,22,15,6,2,3,9,2,False,False,False,False,False
1510,NOP,35,12,50,24.0,6,20,30.0,5,8,62.5,9,23,32,11,5,1,5,7,-7,False,False,False,False,False
1511,NYK,77,28,49,57.1,6,14,42.9,15,20,75.0,6,23,29,12,3,6,2,10,24,True,True,True,True,True
1512,ORL,47,20,47,42.6,3,17,17.6,4,7,57.1,2,16,18,7,1,4,1,7,-11,False,False,False,False,False
1513,PHX,44,18,45,40.0,4,13,30.8,4,5,80.0,4,20,24,10,12,6,3,13,-10,False,False,False,False,False
1514,SAC,47,17,44,38.6,6,18,33.3,7,8,87.5,5,12,17,11,6,7,2,12,-6,False,False,False,False,False
1515,UTA,58,24,45,53.3,7,15,46.7,3,8,37.5,6,26,32,15,9,1,3,7,11,True,True,True,False,False
1516,BOS,50,16,42,38.1,4,17,23.5,14,15,93.3,7,18,25,7,9,1,2,13,-5,True,True,True,False,False
1517,CHA,41,16,43,37.2,3,12,25.0,6,11,54.5,9,8,17,10,5,5,2,4,-12,False,False,False,False,False
1518,CHI,52,19,45,42.2,6,18,33.3,8,11,72.7,4,21,25,16,10,5,2,13,-6,True,False,False,False,False
1519,CLE,53,26,45,57.8,1,13,7.7,0,0,0.0,6,19,25,14,8,5,2,11,12,True,False,False,False,False
1520,DAL,55,17,45,37.8,8,24,33.3,13,16,81.3,7,16,23,11,2,4,6,9,5,False,False,False,False,False
1521,DEN,45,18,43,41.9,3,13,23.1,6,8,75.0,6,16,22,14,11,5,2,11,-15,True,True,True,True,False
1522,DET,64,25,48,52.1,4,17,23.5,10,12,83.3,8,17,25,14,8,4,2,9,-6,False,False,False,False,False
1523,GSW,66,23,52,44.2,10,19,52.6,10,14,71.4,8,12,20,15,4,6,3,13,-1,False,False,False,False,False
1524,MEM,68,27,52,51.9,8,17,47.1,6,7,85.7,7,18,25,16,4,2,1,11,9,False,False,False,False,False
1525,MIA,56,22,42,52.4,3,15,20.0,9,10,90.0,3,21,24,12,8,3,3,7,8,True,True,False,False,False
1526,MIN,50,16,47,34.0,5,18,27.8,13,18,72.2,8,14,22,7,6,5,0,7,-13,False,False,False,False,False
1527,NOP,63,23,45,51.1,9,19,47.4,8,9,88.9,3,23,26,16,10,2,3,11,13,True,True,True,True,False
1528,OKC,59,23,43,53.5,3,13,23.1,10,12,83.3,1,15,16,15,5,0,2,6,-9,True,True,False,False,False
1529,ORL,60,21,45,46.7,6,17,35.3,12,14,85.7,5,17,22,14,7,5,1,6,15,False,False,False,False,False
1530,PHI,48,17,46,37.0,5,22,22.7,9,9,100.0,8,13,21,10,7,6,1,6,-8,False,False,False,False,False
1531,POR,67,23,47,48.9,6,16,37.5,15,16,93.8,8,21,29,11,10,2,3,12,1,True,True,True,True,False
1532,TOR,70,25,47,53.2,9,19,47.4,11,11,100.0,4,14,18,16,5,4,4,9,6,True,True,True,True,True
1533,WAS,58,19,48,39.6,8,23,34.8,12,15,80.0,7,19,26,11,7,6,3,11,6,False,False,False,False,False
1534,ATL,56,21,42,50.0,4,11,36.4,10,11,90.9,2,19,21,12,9,4,1,13,4,False,False,False,False,False
1535,BKN,56,20,41,48.8,5,20,25.0,11,12,91.7,1,23,24,12,10,8,3,6,6,False,False,False,False,False
1536,HOU,54,22,45,48.9,7,18,38.9,3,5,60.0,4,14,18,13,9,2,4,7,-15,True,True,False,False,False
1537,LAC,69,27,47,57.4,10,19,52.6,5,8,62.5,5,17,22,12,7,5,4,8,15,False,False,False,False,False
1538,LAL,46,17,44,38.6,6,18,33.3,6,10,60.0,5,14,19,8,11,3,3,12,-19,False,False,False,False,False
1539,MIL,65,21,42,50.0,10,23,43.5,13,18,72.2,4,19,23,16,5,8,5,11,19,True,True,True,False,False
1540,SAS,50,19,47,40.4,6,17,35.3,6,8,75.0,5,16,21,14,9,7,2,6,-6,True,True,True,True,True
1541,UTA,52,18,40,45.0,4,13,30.8,12,17,70.6,5,16,21,8,10,3,3,8,-4,True,True,False,False,False
1542,BOS,60,24,46,52.2,6,15,40.0,6,9,66.7,7,16,23,13,10,7,3,8,12,True,True,True,True,True
1543,CLE,55,22,47,46.8,9,21,42.9,2,2,100.0,8,22,30,16,11,2,4,8,4,True,True,True,False,False
1544,DAL,63,23,43,53.5,10,20,50.0,7,11,63.6,5,20,25,13,11,7,2,12,6,True,True,True,True,True
1545,DEN,61,25,46,54.3,3,9,33.3,8,8,100.0,5,19,24,15,9,6,3,10,10,True,True,True,True,False
1546,DET,48,18,41,43.9,7,14,50.0,5,7,71.4,6,12,18,10,16,8,2,7,-12,False,False,False,False,False
1547,GSW,56,20,45,44.4,6,18,33.3,10,11,90.9,6,22,28,18,9,7,2,12,12,True,True,False,False,False
1548,IND,68,27,42,64.3,9,18,50.0,5,6,83.3,3,11,14,21,5,3,5,6,11,True,True,True,True,True
1549,MEM,51,21,47,44.7,5,16,31.3,4,5,80.0,2,17,19,15,4,7,2,7,-4,False,False,False,False,False
1550,MIA,70,24,39,61.5,9,19,47.4,13,17,76.5,3,24,27,22,6,3,1,10,23,True,True,True,True,True
1551,MIN,51,19,45,42.2,4,20,20.0,9,15,60.0,8,13,21,8,8,6,3,10,-10,False,False,False,False,False
1552,NOP,44,19,50,38.0,2,14,14.3,4,8,50.0,5,19,24,11,9,2,2,8,-12,False,False,False,False,False
1553,NYK,47,19,50,38.0,2,13,15.4,7,15,46.7,11,13,24,5,5,4,0,12,-23,False,False,False,False,False
1554,OKC,57,22,45,48.9,4,14,28.6,9,12,75.0,6,18,24,12,8,4,1,13,7,True,True,True,True,True
1555,ORL,44,18,59,30.5,3,13,23.1,5,8,62.5,11,15,26,8,5,7,3,7,-13,False,False,False,False,False
1556,PHI,57,21,42,50.0,6,15,40.0,9,12,75.0,2,17,19,14,9,6,1,7,-6,False,False,False,False,False
1557,PHX,50,17,35,48.6,5,16,31.3,11,12,91.7,0,15,15,11,9,4,3,16,-7,False,False,False,False,False
1558,POR,57,22,46,47.8,6,18,33.3,7,7,100.0,8,25,33,6,11,3,8,10,13,True,True,True,True,True
1559,SAC,57,24,45,53.3,5,13,38.5,4,4,100.0,6,12,18,15,6,3,1,6,-11,False,False,False,False,False
1560,TOR,68,23,44,52.3,9,19,47.4,13,15,86.7,3,21,24,16,8,5,3,11,16,True,True,False,False,False
1561,WAS,52,16,45,35.6,6,17,35.3,14,18,77.8,5,15,20,9,10,3,0,11,-16,False,False,False,False,False
1562,ATL,73,26,56,46.4,9,24,37.5,12,13,92.3,10,20,30,13,4,1,3,11,13,False,False,False,False,False
1563,BKN,60,23,51,45.1,6,17,35.3,8,12,66.7,6,17,23,14,6,2,2,8,-13,True,True,True,True,False
1564,CHA,64,26,45,57.8,9,15,60.0,3,6,50.0,5,11,16,15,4,7,2,12,8,False,False,False,False,False
1565,CHI,53,20,41,48.8,8,18,44.4,5,6,83.3,4,18,22,10,11,3,2,6,-6,True,True,True,True,True
1566,DET,59,22,43,51.2,7,16,43.8,8,9,88.9,2,15,17,17,7,8,3,5,6,False,False,False,False,False
1567,HOU,70,27,44,61.4,6,16,37.5,10,13,76.9,2,15,17,11,4,2,2,9,5,True,True,True,True,True
1568,LAC,72,28,50,56.0,8,19,42.1,8,10,80.0,5,17,22,17,5,4,0,11,11,True,True,True,True,True
1569,MEM,60,22,46,47.8,10,22,45.5,6,6,100.0,4,20,24,18,6,2,2,9,10,True,True,False,False,False
1570,MIL,68,23,44,52.3,13,27,48.1,9,13,69.2,2,20,22,18,5,1,8,8,14,True,True,True,True,True
1571,MIN,52,18,39,46.2,5,16,31.3,11,12,91.7,3,13,16,9,8,1,6,8,-9,False,False,False,False,False
1572,NYK,54,22,51,43.1,6,15,40.0,4,7,57.1,6,21,27,14,4,5,1,10,-14,False,False,False,False,False
1573,PHI,65,25,53,47.2,7,19,36.8,8,14,57.1,13,23,36,13,8,4,3,13,12,True,True,True,True,True
1574,PHX,65,27,46,58.7,4,12,33.3,7,7,100.0,2,14,16,19,5,2,1,10,-5,False,False,False,False,False
1575,POR,61,21,51,41.2,9,20,45.0,10,12,83.3,10,12,22,12,5,3,3,11,9,True,True,True,False,False
1576,SAC,50,19,48,39.6,3,13,23.1,9,12,75.0,10,16,26,10,7,3,1,8,-10,False,False,False,False,False
1577,SAS,61,23,43,53.5,6,16,37.5,9,10,90.0,1,18,19,11,7,2,5,8,-11,False,False,False,False,False
1578,UTA,56,19,37,51.4,7,15,46.7,11,11,100.0,5,15,20,12,9,1,3,10,-8,True,True,True,False,False
1579,WAS,53,18,49,36.7,3,17,17.6,14,17,82.4,5,18,23,9,6,4,3,12,-12,False,False,False,False,False
1580,BOS,59,21,44,47.7,6,13,46.2,11,13,84.6,7,18,25,10,6,1,5,12,3,True,True,True,True,True
1581,CHA,56,19,38,50.0,7,14,50.0,11,14,78.6,1,12,13,16,4,1,4,10,-3,False,False,False,False,False
1582,DAL,51,17,46,37.0,9,24,37.5,8,11,72.7,7,21,28,15,8,4,2,8,9,False,False,False,False,False
1583,DEN,55,20,45,44.4,5,14,35.7,10,10,100.0,7,16,23,14,7,5,2,10,2,True,True,True,True,True
1584,IND,55,23,55,41.8,8,21,38.1,1,1,100.0,3,20,23,17,4,5,5,8,-4,False,False,False,False,False
1585,LAC,63,24,45,53.3,7,14,50.0,8,10,80.0,4,17,21,15,7,4,1,12,6,False,False,False,False,False
1586,LAL,53,20,51,39.2,4,17,23.5,9,11,81.8,15,15,30,6,7,5,4,8,-2,False,False,False,False,False
1587,MIL,59,23,53,43.4,8,17,47.1,5,7,71.4,8,22,30,16,6,4,6,2,4,True,True,True,True,True
1588,OKC,57,22,48,45.8,5,15,33.3,8,11,72.7,8,16,24,11,8,2,0,10,-6,True,True,True,False,False
1589,TOR,42,16,46,34.8,3,17,17.6,7,8,87.5,7,21,28,10,8,5,2,8,-9,True,False,False,False,False
1590,ATL,64,25,49,51.0,6,19,31.6,8,8,100.0,2,15,17,13,8,6,3,9,-7,False,False,False,False,False
1591,CHI,54,22,46,47.8,8,21,38.1,2,2,100.0,5,16,21,14,9,5,2,11,3,False,False,False,False,False
1592,CLE,71,29,53,54.7,7,14,50.0,6,7,85.7,5,16,21,11,9,3,3,7,7,True,False,False,False,False
1593,DEN,56,22,36,61.1,10,15,66.7,2,4,50.0,2,19,21,15,13,6,0,12,7,True,False,False,False,False
1594,DET,52,20,44,45.5,7,17,41.2,5,5,100.0,4,11,15,11,6,3,1,9,-8,False,False,False,False,False
1595,GSW,57,23,52,44.2,6,17,35.3,5,7,71.4,8,20,28,16,6,8,3,12,14,True,True,True,True,False
1596,HOU,65,23,49,46.9,8,22,36.4,11,13,84.6,4,15,19,12,5,6,1,5,8,True,True,True,True,False
1597,IND,54,20,43,46.5,8,21,38.1,6,13,46.2,8,19,27,18,7,1,6,9,10,True,True,False,False,False
1598,MEM,61,25,54,46.3,10,20,50.0,1,1,100.0,6,16,22,13,5,3,0,11,-11,False,False,False,False,False
1599,MIA,53,19,47,40.4,6,15,40.0,9,9,100.0,4,23,27,10,5,4,2,7,1,True,False,False,False,False
1600,MIN,43,15,38,39.5,3,14,21.4,10,14,71.4,3,19,22,6,11,3,6,7,-14,False,False,False,False,False
1601,NOP,54,19,46,41.3,6,18,33.3,10,14,71.4,3,20,23,13,4,4,3,11,-2,True,True,True,True,False
1602,NYK,64,25,45,55.6,6,13,46.2,8,9,88.9,5,18,23,16,8,1,7,8,1,False,False,False,False,False
1603,ORL,51,19,37,51.4,5,13,38.5,8,15,53.3,3,17,20,12,8,5,4,2,-3,True,True,True,True,False
1604,PHI,60,25,47,53.2,4,13,30.8,6,7,85.7,10,17,27,18,5,2,4,10,8,True,True,True,True,True
1605,PHX,49,19,42,45.2,9,22,40.9,2,5,40.0,3,13,16,15,9,5,0,7,-7,False,False,False,False,False
1606,POR,56,22,48,45.8,1,12,8.3,11,12,91.7,5,25,30,8,6,2,3,10,2,False,False,False,False,False
1607,SAC,57,25,46,54.3,4,14,28.6,3,3,100.0,3,19,22,15,11,2,1,12,-8,False,False,False,False,False
1608,SAS,72,29,47,61.7,8,12,66.7,6,9,66.7,2,22,24,17,5,2,3,4,11,True,True,True,True,True
1609,TOR,44,17,49,34.7,2,19,10.5,8,8,100.0,8,18,26,13,6,2,3,12,-10,False,False,False,False,False
1610,UTA,52,20,47,42.6,7,19,36.8,5,7,71.4,5,20,25,8,5,4,4,6,-1,False,False,False,False,False
1611,WAS,63,28,57,49.1,5,15,33.3,2,8,25.0,12,13,25,13,2,7,5,6,-1,True,True,True,False,False
1612,BOS,55,23,46,50.0,5,12,41.7,4,4,100.0,8,14,22,14,8,3,1,9,8,True,True,True,True,True
1613,DEN,55,20,47,42.6,6,17,35.3,9,12,75.0,5,14,19,15,7,8,1,7,-3,False,False,False,False,False
1614,GSW,64,22,48,45.8,4,14,28.6,16,17,94.1,10,18,28,14,8,4,5,11,-4,True,True,True,True,True
1615,HOU,68,24,58,41.4,11,28,39.3,9,9,100.0,12,16,28,12,4,4,0,13,4,False,False,False,False,False
1616,LAC,51,22,47,46.8,3,8,37.5,4,9,44.4,7,18,25,12,10,2,2,9,-12,True,True,False,False,False
1617,LAL,63,22,51,43.1,8,22,36.4,11,13,84.6,8,15,23,15,6,6,8,7,12,False,False,False,False,False
1618,MIL,48,20,48,41.7,6,19,31.6,2,4,50.0,4,16,20,10,6,4,5,6,-21,False,False,False,False,False
1619,NOP,58,22,39,56.4,7,21,33.3,7,7,100.0,1,20,21,12,13,4,3,8,3,True,True,True,True,True
1620,PHI,69,26,51,51.0,11,22,50.0,6,7,85.7,6,20,26,19,5,5,2,4,21,True,True,True,True,True
1621,TOR,47,19,40,47.5,4,11,36.4,5,7,71.4,5,13,18,10,10,6,2,6,-8,False,False,False,False,False
1622,BKN,41,12,45,26.7,7,27,25.9,10,11,90.9,3,26,29,9,8,3,3,8,-5,False,False,False,False,False
