,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win_target,3_win_target,5_win_target,7_win_target,10_win_target
460,SAC,64,22,50,44.0,9,24,37.5,11,11,100.0,9,12,21,12,9,1,2,11,-17,False,False,False,False,False
461,SAS,50,21,44,47.7,5,12,41.7,3,4,75.0,1,14,15,14,7,2,1,5,-13,True,True,True,True,True
462,UTA,53,18,49,36.7,10,22,45.5,7,7,100.0,6,14,20,9,3,2,1,6,-10,False,False,False,False,False
463,WAS,59,24,51,47.1,6,16,37.5,5,8,62.5,7,17,24,11,4,5,3,4,-2,True,True,True,False,False
464,CHI,63,21,45,46.7,11,24,45.8,10,15,66.7,6,14,20,16,6,5,0,7,3,False,False,False,False,False
465,DEN,65,28,48,58.3,3,12,25.0,6,8,75.0,6,18,24,16,4,2,5,9,-3,False,False,False,False,False
466,DET,68,25,50,50.0,10,18,55.6,8,13,61.5,6,14,20,17,3,1,1,7,3,True,True,False,False,False
467,HOU,65,22,54,40.7,10,28,35.7,11,11,100.0,4,10,14,12,1,9,2,8,5,True,True,True,True,False
468,MIL,67,25,48,52.1,7,17,41.2,10,16,62.5,9,23,32,16,8,1,6,13,15,True,True,True,True,True
469,NOP,60,24,47,51.1,7,17,41.2,5,7,71.4,11,24,35,12,14,0,1,7,-5,False,False,False,False,False
470,PHX,52,22,55,40.0,2,10,20.0,6,8,75.0,9,16,25,12,3,3,0,13,-15,False,False,False,False,False
471,TOR,60,22,42,52.4,9,20,45.0,7,9,77.8,5,18,23,11,9,1,1,8,-3,True,True,True,True,True
472,ATL,62,21,39,53.8,10,21,47.6,10,12,83.3,3,18,21,13,9,1,5,10,2,False,False,False,False,False
473,BKN,55,20,46,43.5,5,14,35.7,10,11,90.9,6,17,23,13,10,3,4,13,3,True,True,True,True,True
474,BOS,60,24,51,47.1,6,16,37.5,6,8,75.0,6,15,21,9,2,4,2,11,-2,True,True,True,True,False
475,CHA,54,21,41,51.2,5,14,35.7,7,11,63.6,8,15,23,12,10,4,2,8,-2,False,False,False,False,False
476,CLE,62,23,43,53.5,10,21,47.6,6,7,85.7,3,14,17,15,10,3,1,8,-1,False,False,False,False,False
477,DAL,53,18,42,42.9,9,20,45.0,8,9,88.9,4,17,21,10,5,1,1,5,-2,True,True,True,True,False
478,DET,53,23,54,42.6,5,13,38.5,2,3,66.7,9,16,25,14,5,3,0,7,0,False,False,False,False,False
479,GSW,72,22,46,47.8,11,18,61.1,17,22,77.3,7,18,25,18,6,2,3,11,9,True,True,True,True,False
480,IND,55,25,48,52.1,4,18,22.2,1,1,100.0,3,17,20,18,1,2,2,9,2,False,False,False,False,False
481,LAC,54,18,39,46.2,8,16,50.0,10,13,76.9,3,21,24,14,8,1,0,7,-9,True,False,False,False,False
482,MEM,53,24,44,54.5,1,7,14.3,4,5,80.0,3,18,21,14,6,3,6,10,0,True,True,True,True,True
483,MIA,56,21,46,45.7,4,13,30.8,10,11,90.9,4,16,20,11,1,5,0,8,4,True,True,True,True,True
484,MIN,50,18,44,40.9,5,20,25.0,9,11,81.8,5,15,20,11,7,5,4,11,-15,False,False,False,False,False
485,NYK,63,27,46,58.7,5,11,45.5,4,9,44.4,3,16,19,17,8,8,1,8,1,True,True,False,False,False
486,ORL,56,23,45,51.1,7,17,41.2,3,7,42.9,6,10,16,19,5,5,2,8,2,True,True,True,True,True
487,PHI,52,17,42,40.5,6,18,33.3,12,13,92.3,7,20,27,10,7,1,1,9,-4,False,False,False,False,False
488,PHX,52,21,47,44.7,3,10,30.0,7,11,63.6,8,13,21,11,7,4,2,12,-3,False,False,False,False,False
489,SAC,65,23,43,53.5,8,16,50.0,11,16,68.8,4,17,21,17,6,3,4,9,15,True,True,False,False,False
490,SAS,63,25,50,50.0,7,20,35.0,6,6,100.0,3,18,21,12,2,3,4,11,9,False,False,False,False,False
491,WAS,63,22,44,50.0,4,10,40.0,15,16,93.8,1,18,19,16,4,2,2,16,-9,False,False,False,False,False
492,CHA,63,23,48,47.9,7,19,36.8,10,13,76.9,9,24,33,14,8,2,2,10,1,False,False,False,False,False
493,DEN,64,23,48,47.9,6,14,42.9,12,13,92.3,8,23,31,14,6,1,4,7,26,True,True,True,True,True
494,HOU,62,19,47,40.4,9,27,33.3,15,17,88.2,3,17,20,11,4,4,3,11,-1,True,True,True,True,True
495,LAL,51,22,41,53.7,1,10,10.0,6,9,66.7,6,25,31,12,8,3,1,6,10,True,True,True,True,True
496,MIL,58,24,50,48.0,4,19,21.1,6,7,85.7,4,21,25,17,9,6,4,9,-3,True,True,True,True,True
497,NOP,61,21,51,41.2,10,26,38.5,9,11,81.8,5,19,24,14,9,5,4,8,3,False,False,False,False,False
498,POR,38,14,46,30.4,2,16,12.5,8,9,88.9,4,13,17,5,3,2,4,12,-26,False,False,False,False,False
499,SAS,41,17,47,36.2,5,15,33.3,2,3,66.7,5,11,16,10,3,3,1,6,-10,False,False,False,False,False
500,ATL,64,22,43,51.2,5,15,33.3,15,16,93.8,4,16,20,14,9,5,1,9,8,True,True,True,False,False
501,BKN,68,25,51,49.0,9,21,42.9,9,11,81.8,7,28,35,15,7,1,0,8,21,True,True,True,True,True
502,BOS,57,23,41,56.1,6,12,50.0,5,9,55.6,2,16,18,10,8,5,4,9,1,True,True,True,True,True
503,CLE,53,20,42,47.6,9,17,52.9,4,7,57.1,4,14,18,16,11,1,2,12,-8,False,False,False,False,False
504,DAL,56,18,45,40.0,6,17,35.3,14,15,93.3,6,16,22,9,7,3,4,7,-3,False,False,False,False,False
505,DEN,49,21,44,47.7,3,13,23.1,4,4,100.0,5,17,22,14,6,2,2,8,-8,True,False,False,False,False
506,DET,64,26,52,50.0,7,14,50.0,5,6,83.3,9,13,22,18,2,4,1,10,3,True,True,True,True,False
507,GSW,47,17,50,34.0,2,22,9.1,11,14,78.6,5,17,22,9,2,3,4,9,-21,False,False,False,False,False
508,IND,63,25,46,54.3,9,22,40.9,4,6,66.7,5,21,26,15,6,2,3,7,15,False,False,False,False,False
509,LAC,55,19,46,41.3,8,27,29.6,9,10,90.0,6,22,28,13,9,3,2,13,-3,True,True,True,True,True
510,MEM,59,26,48,54.2,5,13,38.5,2,5,40.0,5,17,22,13,6,5,3,15,3,True,True,True,True,True
511,MIA,58,18,43,41.9,9,21,42.9,13,16,81.3,3,19,22,12,4,3,0,9,3,False,False,False,False,False
512,MIN,56,22,44,50.0,4,14,28.6,8,10,80.0,4,16,20,5,12,6,2,10,-8,False,False,False,False,False
513,OKC,61,22,42,52.4,5,14,35.7,12,14,85.7,3,16,19,11,5,7,3,6,8,True,True,True,False,False
514,ORL,56,20,37,54.1,6,12,50.0,10,13,76.9,2,13,15,11,8,5,5,5,-1,False,False,False,False,False
515,PHX,61,24,39,61.5,7,13,53.8,6,9,66.7,3,13,16,18,6,0,0,8,-3,False,False,False,False,False
516,TOR,48,18,44,40.9,5,17,29.4,7,9,77.8,4,16,20,12,5,2,0,8,-15,True,False,False,False,False
517,UTA,57,21,46,45.7,11,23,47.8,4,5,80.0,5,16,21,14,4,4,0,6,8,False,False,False,False,False
518,CHI,62,24,41,58.5,7,14,50.0,7,12,58.3,2,17,19,13,9,5,1,5,-10,False,False,False,False,False
519,HOU,63,22,45,48.9,10,18,55.6,9,9,100.0,4,15,19,10,6,3,2,7,0,True,True,True,True,False
520,LAL,63,25,47,53.2,7,15,46.7,6,8,75.0,4,18,22,20,7,4,2,9,0,False,False,False,False,False
521,MIL,54,23,54,42.6,5,21,23.8,3,5,60.0,7,29,36,10,7,1,3,12,3,True,True,True,True,True
522,NOP,72,28,48,58.3,12,24,50.0,4,6,66.7,3,15,18,23,7,8,5,6,10,True,True,True,False,False
523,NYK,54,22,50,44.0,2,10,20.0,8,12,66.7,4,18,22,13,5,8,3,12,7,True,False,False,False,False
524,ORL,47,15,38,39.5,5,17,29.4,12,14,85.7,3,19,22,10,12,3,5,11,-7,False,False,False,False,False
525,PHI,51,18,49,36.7,9,21,42.9,6,9,66.7,2,21,23,11,4,4,2,6,-3,False,False,False,False,False
526,POR,59,26,48,54.2,7,20,35.0,0,1,0.0,3,21,24,12,6,1,3,7,-1,True,True,True,True,False
527,SAS,60,23,49,46.9,8,15,53.3,6,8,75.0,3,17,20,16,3,4,2,3,1,False,False,False,False,False
528,ATL,55,18,41,43.9,6,14,42.9,13,15,86.7,5,20,25,12,7,3,5,8,1,False,False,False,False,False
529,BOS,54,19,46,41.3,8,19,42.1,8,10,80.0,5,18,23,10,5,3,4,9,-1,True,True,False,False,False
530,DAL,64,24,54,44.4,10,25,40.0,6,7,85.7,12,16,28,18,5,2,1,10,2,False,False,False,False,False
531,DET,47,19,45,42.2,3,14,21.4,6,8,75.0,8,11,19,11,3,3,1,10,-5,False,False,False,False,False
532,HOU,55,18,46,39.1,8,26,30.8,11,11,100.0,4,13,17,9,6,5,4,8,-10,False,False,False,False,False
533,IND,63,24,50,48.0,5,16,31.3,10,12,83.3,9,17,26,14,7,4,1,8,-1,False,False,False,False,False
534,MEM,44,17,47,36.2,2,8,25.0,8,10,80.0,7,16,23,10,11,5,4,11,-14,False,False,False,False,False
535,MIA,50,18,40,45.0,5,18,27.8,9,14,64.3,6,14,20,11,11,6,3,10,-2,False,False,False,False,False
536,OKC,52,19,35,54.3,3,12,25.0,11,13,84.6,2,18,20,12,6,2,2,10,5,True,True,True,False,False
537,PHI,58,23,46,50.0,5,10,50.0,7,10,70.0,5,19,24,13,10,6,7,9,14,True,True,True,True,True
538,PHX,65,23,41,56.1,10,19,52.6,9,9,100.0,3,20,23,16,10,4,6,6,10,True,True,True,True,True
539,POR,72,27,47,57.4,11,20,55.0,7,10,70.0,4,17,21,7,6,6,2,9,14,False,False,False,False,False
540,SAC,52,21,40,52.5,8,20,40.0,2,4,50.0,3,16,19,15,12,4,1,15,2,True,True,True,True,False
541,TOR,64,23,47,48.9,10,22,45.5,8,9,88.9,5,16,21,15,8,5,1,10,1,True,True,True,True,False
542,UTA,58,21,41,51.2,4,14,28.6,12,15,80.0,1,17,18,11,9,5,0,11,-14,True,False,False,False,False
543,WAS,62,26,46,56.5,7,13,53.8,3,5,60.0,3,17,20,12,4,4,2,8,-2,True,False,False,False,False
544,BKN,54,20,49,40.8,9,27,33.3,5,6,83.3,6,13,19,13,5,4,2,8,-12,False,False,False,False,False
545,CHA,43,18,48,37.5,5,19,26.3,2,2,100.0,9,12,21,8,4,0,3,6,-21,False,False,False,False,False
546,DAL,64,24,44,54.5,10,19,52.6,6,6,100.0,5,18,23,16,2,2,5,4,21,True,True,True,True,True
547,DEN,55,20,43,46.5,5,15,33.3,10,10,100.0,4,17,21,13,6,2,3,9,1,True,True,True,True,False
548,DET,50,19,34,55.9,6,14,42.9,6,6,100.0,1,12,13,15,9,2,3,8,2,False,False,False,False,False
549,GSW,59,23,49,46.9,7,18,38.9,6,8,75.0,4,14,18,17,7,7,2,15,-7,False,False,False,False,False
550,IND,55,22,46,47.8,4,16,25.0,7,11,63.6,0,17,17,16,5,3,2,10,-5,False,False,False,False,False
