,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,Team1,Team2,win_target,3_win_target,5_win_target,7_win_target,10_win_target
908,HOU,122,39,92,42.4,13,45,28.9,31,41,75.6,16,43,59,22,13,7,7,21,HOU,ATL,True,True,True,False,False
909,BOS,114,37,89,41.6,13,38,34.2,27,30,90.0,8,31,39,26,15,7,2,20,BOS,SAS,False,False,False,False,False
910,ATL,115,39,106,36.8,13,44,29.5,24,27,88.9,16,38,54,20,11,6,8,29,ATL,HOU,False,False,False,False,False
911,POR,101,38,88,43.2,13,35,37.1,12,14,85.7,7,38,45,23,11,6,11,15,POR,TOR,True,False,False,False,False
912,DET,115,42,91,46.2,13,33,39.4,18,21,85.7,10,30,40,26,9,8,3,15,DET,CLE,True,False,False,False,False
913,PHI,120,46,90,51.1,13,26,50.0,15,18,83.3,9,33,42,31,10,4,0,28,PHI,OKC,True,True,True,False,False
914,POR,111,40,87,46.0,13,37,35.1,18,20,90.0,8,32,40,21,10,5,4,15,POR,MIA,False,False,False,False,False
915,BKN,102,32,67,47.8,13,35,37.1,25,34,73.5,6,32,38,24,24,4,11,24,BKN,TOR,False,False,False,False,False
916,TOR,121,44,97,45.4,13,32,40.6,20,28,71.4,15,28,43,21,8,10,4,25,TOR,BKN,True,True,True,True,True
917,CHI,104,34,80,42.5,13,34,38.2,23,31,74.2,11,26,37,23,16,15,5,22,CHI,BOS,False,False,False,False,False
918,ORL,105,33,81,40.7,13,35,37.1,26,29,89.7,7,37,44,25,11,11,4,17,ORL,MIA,True,True,True,True,True
919,CLE,106,41,81,50.6,13,35,37.1,11,14,78.6,7,35,42,26,15,6,3,22,CLE,CHA,False,False,False,False,False
920,SAS,103,40,92,43.5,13,31,41.9,10,12,83.3,14,31,45,22,9,1,8,22,SAS,OKC,False,False,False,False,False
921,MEM,123,45,93,48.4,13,34,38.2,20,21,95.2,8,34,42,31,17,4,0,25,MEM,SAC,False,False,False,False,False
922,MIN,99,38,95,40.0,13,43,30.2,10,17,58.8,17,35,52,22,15,7,7,20,MIN,GSW,True,True,True,True,True
923,PHX,122,44,92,47.8,13,23,56.5,21,22,95.5,10,34,44,29,11,6,4,17,PHX,POR,True,True,True,False,False
924,SAC,115,45,85,52.9,13,34,38.2,12,17,70.6,9,26,35,32,14,5,4,26,SAC,DEN,False,False,False,False,False
925,DAL,95,32,89,36.0,13,43,30.2,18,20,90.0,13,32,45,17,19,11,4,23,DAL,LAL,False,False,False,False,False
926,MIL,111,43,84,51.2,13,37,35.1,12,18,66.7,14,44,58,30,25,6,5,13,MIL,ORL,True,True,True,True,True
927,HOU,108,44,101,43.6,13,42,31.0,7,16,43.8,16,38,54,16,14,7,6,15,HOU,BKN,True,True,True,True,False
928,BKN,82,21,78,26.9,13,50,26.0,27,36,75.0,9,41,50,17,13,3,3,19,BKN,NYK,False,False,False,False,False
929,MIL,109,45,95,47.4,13,33,39.4,6,8,75.0,8,39,47,23,10,6,6,15,MIL,PHI,False,False,False,False,False
930,PHX,111,42,87,48.3,13,37,35.1,14,18,77.8,9,29,38,29,17,10,0,19,PHX,DEN,False,False,False,False,False
931,CHI,95,35,88,39.8,13,37,35.1,12,15,80.0,11,36,47,20,17,7,5,17,CHI,ORL,False,False,False,False,False
932,POR,113,40,94,42.6,13,35,37.1,20,25,80.0,12,33,45,19,15,9,13,21,POR,MIN,True,True,True,False,False
933,SAS,118,43,96,44.8,13,33,39.4,19,23,82.6,13,34,47,26,11,10,8,19,SAS,BKN,True,True,True,True,True
934,CHA,98,37,91,40.7,13,37,35.1,11,18,61.1,15,20,35,25,9,12,3,20,CHA,CLE,False,False,False,False,False
935,TOR,112,39,91,42.9,13,35,37.1,21,24,87.5,12,35,47,27,12,9,6,20,TOR,DET,True,True,True,True,True
936,NYK,143,53,95,55.8,13,28,46.4,24,31,77.4,13,42,55,30,12,7,6,21,NYK,ATL,True,True,True,True,True
937,CHA,110,39,81,48.1,13,30,43.3,19,27,70.4,16,35,51,26,19,5,8,18,CHA,SAC,True,True,True,True,False
938,DET,119,41,86,47.7,13,39,33.3,24,34,70.6,12,24,36,29,14,6,4,19,DET,WAS,False,False,False,False,False
939,MEM,118,42,86,48.8,13,36,36.1,21,30,70.0,16,29,45,28,17,4,6,20,MEM,MIA,True,True,True,False,False
940,HOU,107,41,102,40.2,13,45,28.9,12,18,66.7,11,35,46,18,11,9,8,19,HOU,DET,False,False,False,False,False
941,CLE,110,46,89,51.7,13,32,40.6,5,8,62.5,9,27,36,29,17,8,4,15,CLE,HOU,False,False,False,False,False
942,ATL,102,35,83,42.2,13,38,34.2,19,26,73.1,10,31,41,26,23,7,5,20,ATL,CHI,False,False,False,False,False
943,OKC,93,34,79,43.0,13,33,39.4,12,18,66.7,7,36,43,24,18,8,8,16,OKC,SAC,False,False,False,False,False
944,SAC,110,44,85,51.8,13,34,38.2,9,11,81.8,7,28,35,24,11,7,1,16,SAC,DAL,True,True,False,False,False
945,CHI,105,35,80,43.8,13,36,36.1,22,27,81.5,6,33,39,20,15,8,1,31,CHI,MIA,False,False,False,False,False
946,DAL,130,46,86,53.5,13,38,34.2,25,31,80.6,8,47,55,25,13,8,4,17,DAL,NOP,True,True,True,True,True
947,BOS,108,44,82,53.7,13,35,37.1,7,8,87.5,4,33,37,21,16,5,5,23,BOS,DEN,True,True,True,True,True
948,MIN,127,50,96,52.1,13,38,34.2,14,20,70.0,10,26,36,25,13,8,2,29,MIN,OKC,False,False,False,False,False
949,PHI,113,41,77,53.2,13,28,46.4,18,24,75.0,8,36,44,25,21,7,6,24,PHI,WAS,False,False,False,False,False
950,CHI,106,33,77,42.9,13,33,39.4,27,37,73.0,10,40,50,22,21,5,13,22,CHI,MEM,True,True,True,False,False
951,SAS,135,50,106,47.2,13,30,43.3,22,32,68.8,12,44,56,35,21,10,8,27,SAS,HOU,True,False,False,False,False
952,PHI,103,37,91,40.7,13,26,50.0,16,23,69.6,8,39,47,24,15,12,3,22,PHI,UTA,True,True,True,True,False
953,UTA,110,38,90,42.2,13,35,37.1,21,29,72.4,15,36,51,21,18,5,3,17,UTA,TOR,False,False,False,False,False
954,PHX,113,41,93,44.1,13,38,34.2,18,25,72.0,11,36,47,29,10,3,3,29,PHX,DAL,False,False,False,False,False
955,OKC,109,43,90,47.8,13,34,38.2,10,16,62.5,6,36,42,27,11,6,8,17,OKC,NOP,True,True,False,False,False
956,MIA,122,44,82,53.7,13,25,52.0,21,28,75.0,10,39,49,23,16,7,3,30,MIA,GSW,True,True,True,True,True
957,BOS,121,43,97,44.3,13,34,38.2,22,24,91.7,19,36,55,23,14,10,5,17,BOS,BKN,True,True,True,True,True
958,MIA,117,40,77,51.9,13,31,41.9,24,28,85.7,8,41,49,29,19,9,3,23,MIA,CHA,True,True,True,True,True
959,MEM,114,46,96,47.9,13,29,44.8,9,13,69.2,8,32,40,30,9,6,5,16,MEM,IND,False,False,False,False,False
960,CLE,106,40,94,42.6,13,32,40.6,13,20,65.0,12,33,45,24,12,5,4,14,CLE,BKN,False,False,False,False,False
961,MIL,122,43,97,44.3,13,41,31.7,23,29,79.3,15,34,49,21,9,6,6,15,MIL,UTA,True,True,False,False,False
962,NOP,109,43,98,43.9,13,41,31.7,10,18,55.6,12,33,45,26,9,1,6,26,NOP,LAC,False,False,False,False,False
963,WAS,106,42,92,45.7,13,34,38.2,9,12,75.0,12,33,45,29,17,5,2,23,WAS,SAC,False,False,False,False,False
964,ORL,106,43,92,46.7,13,31,41.9,7,9,77.8,7,26,33,24,14,11,5,16,ORL,IND,False,False,False,False,False
965,LAL,109,38,84,45.2,13,39,33.3,20,29,69.0,11,29,40,19,16,12,7,14,LAL,MEM,True,False,False,False,False
966,TOR,119,40,88,45.5,13,37,35.1,26,30,86.7,12,30,42,22,17,5,5,16,TOR,ATL,True,False,False,False,False
967,MIL,104,41,84,48.8,13,37,35.1,9,18,50.0,9,40,49,25,21,10,8,14,MIL,DET,True,True,True,True,True
968,LAC,122,45,87,51.7,13,33,39.4,19,24,79.2,10,37,47,27,19,9,4,32,LAC,HOU,True,False,False,False,False
969,PHX,121,40,86,46.5,13,31,41.9,28,32,87.5,9,29,38,28,14,10,3,19,PHX,NOP,False,False,False,False,False
970,NYK,104,40,84,47.6,13,25,52.0,11,15,73.3,7,35,42,17,14,8,6,25,NYK,PHI,False,False,False,False,False
971,PHI,109,39,89,43.8,13,32,40.6,18,26,69.2,10,34,44,30,10,5,5,14,PHI,NYK,True,True,False,False,False
972,SAC,120,42,79,53.2,13,31,41.9,23,25,92.0,8,35,43,28,19,7,7,26,SAC,PHX,True,True,False,False,False
973,NOP,115,41,93,44.1,13,36,36.1,20,24,83.3,16,37,53,24,13,10,5,15,NOP,POR,True,True,True,True,True
974,POR,121,42,93,45.2,13,39,33.3,24,26,92.3,9,39,48,21,12,2,4,20,POR,SAS,True,True,False,False,False
975,BOS,105,37,91,40.7,13,33,39.4,18,23,78.3,11,36,47,24,14,13,5,24,BOS,GSW,True,True,False,False,False
976,CHA,109,43,96,44.8,13,35,37.1,10,16,62.5,14,27,41,22,11,10,3,17,CHA,DET,True,False,False,False,False
977,SAS,109,45,89,50.6,13,26,50.0,6,10,60.0,8,33,41,23,11,8,8,25,SAS,ORL,False,False,False,False,False
978,NYK,106,42,94,44.7,13,30,43.3,9,11,81.8,15,38,53,20,15,6,2,27,NYK,DAL,True,False,False,False,False
979,PHI,97,38,86,44.2,13,26,50.0,8,17,47.1,11,38,49,28,18,8,8,19,PHI,DEN,False,False,False,False,False
980,DET,106,39,86,45.3,13,33,39.4,15,18,83.3,10,30,40,27,17,6,4,26,DET,IND,False,False,False,False,False
981,WAS,106,37,95,38.9,13,40,32.5,19,19,100.0,16,32,48,24,17,3,3,26,WAS,IND,False,False,False,False,False
982,CHI,113,41,82,50.0,13,33,39.4,18,27,66.7,7,36,43,26,20,11,9,30,CHI,ATL,True,True,True,True,True
983,GSW,112,38,96,39.6,13,33,39.4,23,28,82.1,16,35,51,22,11,7,1,12,GSW,HOU,False,False,False,False,False
984,LAC,124,41,98,41.8,13,31,41.9,29,36,80.6,14,40,54,21,19,4,3,28,LAC,MIL,False,False,False,False,False
985,CLE,113,40,95,42.1,13,33,39.4,20,22,90.9,11,32,43,22,9,3,6,18,CLE,BOS,False,False,False,False,False
986,PHI,109,42,89,47.2,13,29,44.8,12,20,60.0,9,29,38,21,20,11,2,29,PHI,PHX,False,False,False,False,False
987,DET,99,34,82,41.5,13,27,48.1,18,23,78.3,13,29,42,21,21,4,9,20,DET,WAS,False,False,False,False,False
988,NOP,125,48,97,49.5,13,32,40.6,16,21,76.2,10,29,39,18,21,16,5,26,NOP,BKN,False,False,False,False,False
989,MIN,106,37,103,35.9,13,43,30.2,19,22,86.4,13,34,47,20,16,12,4,23,MIN,MIL,False,False,False,False,False
990,POR,118,47,105,44.8,13,40,32.5,11,14,78.6,16,28,44,16,6,5,6,23,POR,GSW,False,False,False,False,False
991,MIL,115,41,89,46.1,13,38,34.2,20,25,80.0,10,41,51,30,12,4,7,22,MIL,TOR,True,True,True,True,False
992,GSW,110,39,84,46.4,13,28,46.4,19,21,90.5,7,32,39,25,11,4,2,22,GSW,SAS,False,False,False,False,False
993,SAS,127,44,93,47.3,13,35,37.1,26,30,86.7,16,36,52,23,11,4,2,19,SAS,GSW,True,True,True,True,True
994,TOR,125,51,86,59.3,13,27,48.1,10,12,83.3,3,31,34,30,15,12,2,22,TOR,DET,True,True,True,True,True
995,DAL,109,41,84,48.8,13,37,35.1,14,24,58.3,10,32,42,29,9,6,5,14,DAL,DEN,True,False,False,False,False
996,MIA,112,33,73,45.2,13,31,41.9,33,45,73.3,13,36,49,19,28,11,6,22,MIA,ATL,True,True,True,True,True
997,DET,96,37,81,45.7,13,24,54.2,9,10,90.0,9,39,48,21,20,2,3,18,DET,IND,True,False,False,False,False
998,PHX,95,33,80,41.3,13,34,38.2,16,23,69.6,3,37,40,23,16,7,3,31,PHX,UTA,False,False,False,False,False
999,OKC,112,41,94,43.6,13,35,37.1,17,24,70.8,16,36,52,22,15,7,3,27,OKC,HOU,False,False,False,False,False
1000,DAL,119,37,94,39.4,13,50,26.0,32,41,78.0,12,34,46,27,12,7,3,22,DAL,POR,False,False,False,False,False
1001,MIN,116,39,91,42.9,13,45,28.9,25,33,75.8,14,32,46,24,16,12,1,17,MIN,MIA,True,True,True,False,False
1002,HOU,126,43,94,45.7,13,45,28.9,27,30,90.0,9,36,45,27,19,7,4,22,HOU,NOP,True,False,False,False,False
1003,PHI,117,42,87,48.3,13,34,38.2,20,30,66.7,6,32,38,30,22,14,3,26,PHI,DET,True,True,True,False,False
1004,BOS,112,42,109,38.5,13,38,34.2,15,16,93.8,21,35,56,21,10,10,8,20,BOS,TOR,True,True,True,False,False
1005,MIN,127,46,108,42.6,13,43,30.2,22,28,78.6,12,40,52,23,13,9,4,22,MIN,BKN,True,False,False,False,False
1006,LAL,102,37,85,43.5,13,33,39.4,15,21,71.4,9,32,41,20,15,4,7,24,LAL,LAC,False,False,False,False,False
1007,UTA,95,36,86,41.9,14,39,35.9,9,14,64.3,7,39,46,20,14,5,1,16,UTA,DEN,False,False,False,False,False
1008,BKN,129,51,100,51.0,14,34,41.2,13,15,86.7,14,51,65,29,15,4,1,15,BKN,GSW,True,True,True,True,True
1009,NOP,108,38,99,38.4,14,49,28.6,18,24,75.0,8,41,49,26,17,10,6,17,NOP,MIL,False,False,False,False,False
1010,SAC,113,38,75,50.7,14,27,51.9,23,31,74.2,7,27,34,26,17,7,7,20,SAC,MIN,True,True,False,False,False
1011,DET,128,48,94,51.1,14,31,45.2,18,24,75.0,11,32,43,33,12,4,2,22,DET,DEN,True,True,False,False,False
1012,SAC,113,39,91,42.9,14,44,31.8,21,26,80.8,13,31,44,21,16,5,4,24,SAC,LAL,False,False,False,False,False
1013,DAL,121,43,90,47.8,14,36,38.9,21,27,77.8,14,38,52,29,17,2,9,18,DAL,HOU,False,False,False,False,False
1014,WAS,121,41,86,47.7,14,37,37.8,25,27,92.6,19,38,57,24,20,3,6,22,WAS,CHA,True,True,True,True,True
1015,UTA,120,37,84,44.0,14,38,36.8,32,46,69.6,12,31,43,18,13,4,0,22,UTA,SAS,False,False,False,False,False
1016,WAS,131,44,94,46.8,14,32,43.8,29,34,85.3,11,24,35,28,11,6,6,27,WAS,MIL,False,False,False,False,False
1017,CHI,110,42,93,45.2,14,37,37.8,12,15,80.0,14,36,50,28,12,8,2,23,CHI,SAS,True,False,False,False,False
1018,MIA,113,42,79,53.2,14,28,50.0,15,16,93.8,3,38,41,31,12,2,9,18,MIA,ORL,True,True,True,True,True
1019,CHA,103,32,86,37.2,14,39,35.9,25,30,83.3,8,31,39,24,13,6,3,22,CHA,MIL,False,False,False,False,False
1020,OKC,140,50,86,58.1,14,25,56.0,26,34,76.5,6,39,45,28,14,6,5,20,OKC,ATL,True,True,True,True,True
1021,BOS,109,40,86,46.5,14,35,40.0,15,18,83.3,9,35,44,27,14,10,7,20,BOS,ORL,True,True,True,True,True
1022,ORL,114,44,92,47.8,14,35,40.0,12,16,75.0,11,28,39,26,15,9,3,25,ORL,OKC,False,False,False,False,False
1023,BOS,119,45,89,50.6,14,32,43.8,15,20,75.0,9,35,44,32,11,11,9,14,BOS,MEM,True,True,True,True,True
1024,NOP,117,39,84,46.4,14,36,38.9,25,32,78.1,8,33,41,26,14,6,3,21,NOP,SAS,False,False,False,False,False
1025,CHI,98,34,92,37.0,14,48,29.2,16,18,88.9,7,32,39,18,17,11,2,21,CHI,MIL,False,False,False,False,False
1026,ORL,106,44,92,47.8,14,28,50.0,4,9,44.4,15,32,47,25,11,9,4,15,ORL,CHA,True,True,True,True,True
1027,POR,129,44,100,44.0,14,44,31.8,27,30,90.0,12,42,54,21,12,4,11,19,POR,GSW,True,True,False,False,False
1028,UTA,123,43,85,50.6,14,42,33.3,23,24,95.8,10,37,47,24,10,7,4,14,UTA,SAC,True,True,True,True,True
1029,MIN,112,38,94,40.4,14,50,28.0,22,27,81.5,12,37,49,34,17,8,5,18,MIN,TOR,False,False,False,False,False
1030,MIA,115,41,84,48.8,14,36,38.9,19,24,79.2,6,39,45,26,11,4,3,23,MIA,OKC,True,True,True,False,False
1031,LAC,122,47,95,49.5,14,32,43.8,14,20,70.0,10,49,59,29,10,4,4,17,LAC,ORL,True,True,True,True,True
1032,ORL,95,36,92,39.1,14,42,33.3,9,16,56.3,6,36,42,24,9,4,4,21,ORL,LAC,False,False,False,False,False
1033,CHI,115,43,85,50.6,14,38,36.8,15,22,68.2,8,33,41,26,15,11,5,19,CHI,WAS,True,True,True,True,False
1034,ATL,123,46,93,49.5,14,31,45.2,17,20,85.0,12,34,46,25,17,3,10,25,ATL,PHX,True,True,True,True,True
1035,HOU,110,37,86,43.0,14,45,31.1,22,24,91.7,9,32,41,18,16,4,2,23,HOU,MEM,False,False,False,False,False
1036,CLE,103,38,91,41.8,14,37,37.8,13,15,86.7,8,32,40,25,13,5,6,21,CLE,LAC,False,False,False,False,False
1037,MIA,121,42,78,53.8,14,35,40.0,23,28,82.1,8,31,39,24,15,1,5,24,MIA,NYK,False,False,False,False,False
1038,NOP,105,40,100,40.0,14,45,31.1,11,18,61.1,15,28,43,29,16,4,6,19,NOP,BOS,False,False,False,False,False
1039,MIL,122,47,103,45.6,14,38,36.8,14,20,70.0,10,50,60,21,10,6,5,16,MIL,POR,True,True,True,True,True
1040,BOS,140,55,100,55.0,14,29,48.3,16,18,88.9,10,43,53,29,11,14,3,23,BOS,NOP,True,True,True,True,True
1041,BOS,98,38,88,43.2,14,36,38.9,8,8,100.0,8,30,38,17,15,8,1,16,BOS,PHI,False,False,False,False,False
1042,TOR,112,42,94,44.7,14,36,38.9,14,20,70.0,14,32,46,34,13,7,5,23,TOR,CHA,True,False,False,False,False
1043,CHI,108,41,92,44.6,14,35,40.0,12,21,57.1,10,29,39,22,12,12,2,23,CHI,NOP,False,False,False,False,False
1044,CLE,113,42,85,49.4,14,31,45.2,15,16,93.8,11,35,46,29,17,7,4,19,CLE,DET,False,False,False,False,False
1045,MIN,118,47,95,49.5,14,38,36.8,10,13,76.9,14,29,43,32,17,16,8,19,MIN,CLE,True,True,True,True,True
1046,OKC,121,43,96,44.8,14,37,37.8,21,26,80.8,18,34,52,24,12,6,4,16,OKC,CLE,True,True,True,True,True
1047,CLE,106,39,85,45.9,14,30,46.7,14,17,82.4,9,33,42,19,15,4,0,26,CLE,OKC,False,False,False,False,False
1048,LAL,123,43,86,50.0,14,29,48.3,23,28,82.1,8,39,47,29,14,9,4,14,LAL,NOP,True,True,True,True,False
1049,SAC,128,44,90,48.9,14,34,41.2,26,31,83.9,7,34,41,26,13,9,8,24,SAC,MEM,True,True,False,False,False
1050,NYK,117,47,98,48.0,14,36,38.9,9,14,64.3,9,46,55,29,7,3,6,14,NYK,POR,True,True,True,True,True
1051,SAS,117,45,96,46.9,14,31,45.2,13,17,76.5,10,43,53,30,10,6,6,18,SAS,GSW,True,True,False,False,False
1052,BOS,109,44,97,45.4,14,38,36.8,7,10,70.0,15,39,54,25,13,12,9,16,BOS,CHA,True,True,True,True,True
1053,POR,116,44,96,45.8,14,34,41.2,14,18,77.8,10,32,42,24,9,5,4,19,POR,PHX,False,False,False,False,False
1054,ORL,100,35,87,40.2,14,35,40.0,16,19,84.2,5,29,34,21,11,16,7,17,ORL,MIL,False,False,False,False,False
1055,TOR,113,44,84,52.4,14,34,41.2,11,17,64.7,15,38,53,27,22,8,3,32,TOR,BOS,True,True,True,True,True
1056,BOS,129,49,95,51.6,14,40,35.0,17,19,89.5,12,31,43,28,11,4,10,23,BOS,CLE,True,True,True,True,True
1057,IND,112,44,90,48.9,14,31,45.2,10,12,83.3,2,32,34,27,4,8,4,16,IND,MIA,False,False,False,False,False
1058,UTA,121,46,81,56.8,14,36,38.9,15,22,68.2,7,34,41,22,11,3,1,18,UTA,POR,True,True,True,False,False
1059,BOS,118,46,92,50.0,14,33,42.4,12,14,85.7,13,32,45,26,19,7,3,22,BOS,TOR,True,True,True,True,True
1060,BOS,119,46,88,52.3,14,32,43.8,13,16,81.3,10,47,57,25,13,2,9,24,BOS,CHA,True,True,True,True,True
1061,PHI,125,49,94,52.1,14,33,42.4,13,21,61.9,16,37,53,28,14,7,4,26,PHI,WAS,True,True,True,True,True
1062,IND,119,45,86,52.3,14,31,45.2,15,18,83.3,7,32,39,34,9,5,7,15,IND,SAC,True,True,True,True,True
1063,WAS,118,40,87,46.0,14,39,35.9,24,32,75.0,8,31,39,24,15,6,1,28,WAS,TOR,False,False,False,False,False
1064,MEM,107,44,102,43.1,14,41,34.1,5,7,71.4,10,36,46,31,7,9,8,17,MEM,CLE,False,False,False,False,False
1065,DAL,117,43,83,51.8,14,33,42.4,17,22,77.3,8,41,49,23,16,10,4,17,DAL,PHI,True,True,True,True,True
1066,HOU,122,43,86,50.0,14,37,37.8,22,29,75.9,10,33,43,23,18,9,4,20,HOU,LAC,True,True,False,False,False
1067,WAS,109,34,95,35.8,14,45,31.1,27,32,84.4,14,41,55,21,16,8,7,20,WAS,CHI,False,False,False,False,False
1068,NOP,107,38,86,44.2,14,33,42.4,17,21,81.0,11,44,55,23,19,6,4,19,NOP,MIN,True,True,True,True,False
1069,LAC,120,45,89,50.6,14,32,43.8,16,22,72.7,6,38,44,23,16,14,4,15,LAC,PHX,True,True,True,True,True
1070,SAC,102,38,91,41.8,14,39,35.9,12,13,92.3,10,23,33,23,10,10,5,22,SAC,CHA,False,False,False,False,False
1071,POR,111,40,84,47.6,14,34,41.2,17,20,85.0,9,32,41,21,20,9,9,27,POR,PHX,True,False,False,False,False
1072,MIL,125,46,85,54.1,14,37,37.8,19,26,73.1,8,33,41,26,12,12,6,17,MIL,CLE,True,True,True,True,True
1073,CHI,109,40,85,47.1,14,31,45.2,15,18,83.3,12,38,50,21,18,12,9,25,CHI,LAC,True,False,False,False,False
1074,WAS,111,36,85,42.4,14,38,36.8,25,32,78.1,11,23,34,22,18,12,4,22,WAS,MEM,False,False,False,False,False
1075,TOR,110,38,98,38.8,14,40,35.0,20,25,80.0,10,41,51,21,11,10,10,23,TOR,BKN,True,True,True,True,False
1076,PHI,115,41,82,50.0,14,28,50.0,19,23,82.6,8,37,45,27,12,4,8,19,PHI,BOS,True,True,True,False,False
1077,BOS,117,43,87,49.4,14,36,38.9,17,22,77.3,8,36,44,25,15,6,4,27,BOS,IND,False,False,False,False,False
1078,MIA,135,53,103,51.5,14,41,34.1,15,22,68.2,9,44,53,35,12,5,3,17,MIA,ATL,True,True,True,True,True
1079,WAS,119,40,88,45.5,14,33,42.4,25,30,83.3,8,30,38,28,14,5,3,22,WAS,LAC,False,False,False,False,False
1080,LAL,142,55,94,58.5,14,31,45.2,18,20,90.0,10,31,41,32,11,9,1,19,LAL,MIN,True,True,True,True,True
1081,PHI,110,40,79,50.6,14,32,43.8,16,21,76.2,6,34,40,31,21,7,5,18,PHI,TOR,True,True,True,False,False
1082,MIL,119,44,94,46.8,14,36,38.9,17,21,81.0,13,40,53,29,16,11,6,23,MIL,LAC,True,True,True,True,True
1083,PHX,139,50,106,47.2,14,36,38.9,25,27,92.6,19,32,51,30,18,16,6,29,PHX,NOP,True,True,True,False,False
1084,LAL,121,46,90,51.1,14,29,48.3,15,25,60.0,8,38,46,27,8,13,12,17,LAL,UTA,True,True,True,True,True
1085,ORL,128,49,85,57.6,14,25,56.0,16,20,80.0,11,34,45,27,19,9,7,19,ORL,PHX,True,True,True,True,True
1086,BKN,130,50,101,49.5,14,31,45.2,16,18,88.9,18,35,53,26,15,8,6,20,BKN,ATL,True,True,True,True,True
1087,MIA,93,34,77,44.2,14,38,36.8,11,17,64.7,8,32,40,20,19,7,2,25,MIA,BOS,False,False,False,False,False
1088,UTA,96,34,83,41.0,14,31,45.2,14,19,73.7,8,32,40,20,20,3,3,24,UTA,LAL,False,False,False,False,False
1089,MIL,127,44,90,48.9,14,35,40.0,25,27,92.6,10,45,55,25,16,7,8,18,MIL,DET,True,True,True,True,True
1090,BKN,106,40,91,44.0,14,42,33.3,12,16,75.0,9,39,48,24,12,3,5,21,BKN,MIA,False,False,False,False,False
1091,LAC,150,52,94,55.3,14,32,43.8,32,40,80.0,10,42,52,22,17,8,5,25,LAC,WAS,True,True,True,True,True
1092,SAS,107,40,93,43.0,14,36,38.9,13,14,92.9,8,40,48,28,11,8,8,15,SAS,LAC,True,True,True,True,False
1093,LAL,125,45,87,51.7,14,32,43.8,21,28,75.0,7,40,47,29,19,9,8,20,LAL,WAS,True,True,True,True,True
1094,CHI,103,36,94,38.3,14,38,36.8,17,25,68.0,11,36,47,24,11,8,2,22,CHI,POR,False,False,False,False,False
1095,MIA,108,37,80,46.3,14,37,37.8,20,27,74.1,8,33,41,22,19,8,3,24,MIA,HOU,False,False,False,False,False
1096,LAC,121,44,95,46.3,14,41,34.1,19,25,76.0,13,30,43,30,16,11,6,24,LAC,MEM,True,False,False,False,False
1097,POR,136,49,94,52.1,14,30,46.7,24,24,100.0,10,44,54,23,9,3,1,32,POR,OKC,True,True,True,True,True
1098,DET,103,34,79,43.0,14,38,36.8,21,25,84.0,9,40,49,23,15,6,5,20,DET,ORL,True,True,True,True,True
1099,LAL,114,44,89,49.4,14,33,42.4,12,18,66.7,10,30,40,28,9,7,6,18,LAL,SAS,True,True,True,True,False
1100,DEN,116,43,91,47.3,14,31,45.2,16,23,69.6,19,33,52,24,11,4,2,16,DEN,PHX,True,True,True,True,True
1101,BKN,103,31,77,40.3,14,38,36.8,27,34,79.4,7,28,35,18,12,6,1,16,BKN,NYK,True,False,False,False,False
1102,MEM,108,43,89,48.3,14,30,46.7,8,13,61.5,12,35,47,28,22,12,3,19,MEM,LAL,False,False,False,False,False
1103,POR,104,39,87,44.8,14,40,35.0,12,16,75.0,6,32,38,21,10,6,6,20,POR,CLE,False,False,False,False,False
1104,ATL,116,47,90,52.2,14,34,41.2,8,11,72.7,8,30,38,32,15,9,7,27,ATL,TOR,False,False,False,False,False
1105,PHI,113,42,83,50.6,14,29,48.3,15,17,88.2,8,36,44,28,15,11,2,27,PHI,MIA,True,True,True,True,True
1106,UTA,113,43,85,50.6,14,32,43.8,13,16,81.3,8,40,48,23,21,4,10,14,UTA,GSW,True,True,False,False,False
1107,CHA,118,48,93,51.6,14,34,41.2,8,8,100.0,7,37,44,24,16,9,5,18,CHA,WAS,False,False,False,False,False
1108,MIA,116,39,79,49.4,14,38,36.8,24,28,85.7,9,35,44,33,19,10,3,17,MIA,CHI,True,True,True,True,False
1109,WAS,125,48,91,52.7,14,34,41.2,15,20,75.0,6,35,41,34,11,10,3,13,WAS,CHA,True,True,True,False,False
1110,UTA,103,35,86,40.7,14,33,42.4,19,27,70.4,13,38,51,22,11,7,6,21,UTA,MIN,True,True,True,True,False
1111,ATL,127,44,96,45.8,14,31,45.2,25,31,80.6,9,34,43,27,13,8,2,26,ATL,MIL,False,False,False,False,False
1112,CHI,109,39,91,42.9,14,27,51.9,17,26,65.4,12,43,55,25,15,9,7,24,CHI,DET,True,True,True,True,True
1113,MIN,95,35,89,39.3,14,45,31.1,11,21,52.4,12,39,51,13,14,5,9,20,MIN,UTA,False,False,False,False,False
1114,LAL,112,43,89,48.3,14,31,45.2,12,19,63.2,14,32,46,29,16,9,8,20,LAL,OKC,True,True,False,False,False
1115,MIN,112,41,89,46.1,14,38,36.8,16,19,84.2,5,46,51,22,15,6,10,25,MIN,UTA,True,True,True,True,False
1116,IND,115,44,101,43.6,14,33,42.4,13,17,76.5,15,48,63,26,10,5,8,22,IND,BKN,True,True,True,True,True
