,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
1258,MIA,MIA @ PHI,11/23/2019,,L,24,51,18,35,51.4,5,12,41.7,10,15,66.7,2,12,14,10,7,2,3,5,-7
1259,IND,IND vs. ORL,11/23/2019,,W,24,56,20,37,54.1,5,13,38.5,11,12,91.7,3,15,18,12,10,2,4,6,-5
1260,SAS,SAS @ NYK,11/23/2019,,W,24,43,14,31,45.2,4,8,50.0,11,17,64.7,4,17,21,9,16,4,3,10,-18
1261,NOP,NOP @ UTA,11/23/2019,,L,24,66,24,50,48.0,11,26,42.3,7,8,87.5,5,14,19,10,8,6,6,14,12
1262,CHI,CHI vs. MIA,11/22/2019,,L,24,65,25,52,48.1,8,20,40.0,7,7,100.0,11,18,29,11,6,5,1,15,16
1263,UTA,UTA vs. GSW,11/22/2019,,W,24,48,18,44,40.9,5,15,33.3,7,9,77.8,5,22,27,9,13,3,7,9,-10
1264,MIA,MIA @ CHI,11/22/2019,,W,24,49,14,36,38.9,3,15,20.0,18,22,81.8,5,15,20,13,10,5,1,9,-16
1265,WAS,WAS vs. CHA,11/22/2019,,W,24,63,25,43,58.1,5,15,33.3,8,10,80.0,3,17,20,17,5,6,0,6,13
1266,SAS,SAS @ PHI,11/22/2019,,L,24,52,22,42,52.4,3,9,33.3,5,8,62.5,2,16,18,11,6,2,2,9,-4
1267,CLE,CLE @ DAL,11/22/2019,,L,24,59,20,43,46.5,6,14,42.9,13,14,92.9,3,11,14,12,3,2,2,8,-18
1268,DET,DET vs. ATL,11/22/2019,,W,24,52,22,37,59.5,5,14,35.7,3,8,37.5,6,16,22,15,12,5,9,8,6
1269,DAL,DAL vs. CLE,11/22/2019,,W,24,77,30,48,62.5,12,21,57.1,5,6,83.3,3,19,22,16,3,3,4,11,18
1270,CHA,CHA @ WAS,11/22/2019,,L,24,50,21,42,50.0,6,19,31.6,2,2,100.0,2,14,16,10,10,5,3,10,-13
1271,LAC,LAC vs. HOU,11/22/2019,,W,24,67,22,42,52.4,6,16,37.5,17,22,77.3,7,20,27,11,8,3,3,15,-1
1272,PHI,PHI vs. SAS,11/22/2019,,W,24,56,21,43,48.8,5,13,38.5,9,12,75.0,6,19,25,15,7,4,2,11,4
1273,OKC,OKC vs. LAL,11/22/2019,,L,24,60,23,47,48.9,6,16,37.5,8,9,88.9,3,13,16,12,5,4,1,14,-4
1274,GSW,GSW @ UTA,11/22/2019,,L,24,58,22,51,43.1,8,18,44.4,6,6,100.0,3,20,23,13,5,8,1,9,10
1275,BOS,BOS @ DEN,11/22/2019,,L,24,58,21,39,53.8,4,11,36.4,12,15,80.0,2,20,22,13,8,4,4,14,7
1276,HOU,HOU @ LAC,11/22/2019,,L,24,68,22,50,44.0,11,26,42.3,13,19,68.4,8,15,23,13,3,5,0,17,1
1277,ATL,ATL @ DET,11/22/2019,,L,24,46,16,45,35.6,7,21,33.3,7,7,100.0,7,10,17,12,10,6,1,8,-6
1278,SAC,SAC @ BKN,11/22/2019,,L,24,48,19,47,40.4,3,15,20.0,7,8,87.5,4,9,13,14,8,5,1,16,-12
1279,DEN,DEN vs. BOS,11/22/2019,,W,24,51,19,46,41.3,2,15,13.3,11,13,84.6,6,14,20,15,7,6,1,10,-7
1280,LAL,LAL @ OKC,11/22/2019,,W,24,64,19,39,48.7,9,16,56.3,17,19,89.5,7,19,26,12,10,3,4,11,4
1281,BKN,BKN vs. SAC,11/22/2019,,W,24,60,21,36,58.3,4,11,36.4,14,21,66.7,5,19,24,10,11,5,3,10,12
1282,PHX,PHX vs. NOP,11/21/2019,,L,24,55,19,41,46.3,5,11,45.5,12,14,85.7,4,7,11,12,7,7,2,7,-10
1283,MIL,MIL vs. POR,11/21/2019,,W,24,65,22,49,44.9,6,19,31.6,15,17,88.2,8,15,23,16,7,5,2,14,-6
1284,POR,POR @ MIL,11/21/2019,,L,24,71,28,49,57.1,8,20,40.0,7,8,87.5,3,16,19,17,5,3,4,15,6
1285,NOP,NOP @ PHX,11/21/2019,,W,24,65,27,40,67.5,9,14,64.3,2,5,40.0,4,17,21,18,12,4,3,14,10
1286,ORL,ORL @ TOR,11/20/2019,,L,24,46,16,40,40.0,3,15,20.0,11,16,68.8,5,12,17,11,6,4,3,9,-6
1287,CLE,CLE @ MIA,11/20/2019,,L,24,52,20,42,47.6,4,15,26.7,8,9,88.9,3,17,20,7,8,6,1,15,3
1288,MIN,MIN vs. UTA,11/20/2019,,L,24,49,19,48,39.6,7,26,26.9,4,9,44.4,9,19,28,7,5,2,6,10,-6
1289,MIL,MIL @ ATL,11/20/2019,,W,24,77,26,45,57.8,11,21,52.4,14,22,63.6,5,19,24,13,10,2,4,16,11
1290,BKN,BKN vs. CHA,11/20/2019,,W,24,45,15,42,35.7,4,19,21.1,11,13,84.6,8,20,28,5,10,4,1,8,5
1291,NYK,NYK @ PHI,11/20/2019,,L,24,53,19,39,48.7,7,14,50.0,8,12,66.7,6,16,22,8,9,5,3,15,-3
1292,ATL,ATL vs. MIL,11/20/2019,,L,24,66,21,46,45.7,6,17,35.3,18,23,78.3,4,15,19,12,7,5,1,17,-11
1293,DAL,DAL vs. GSW,11/20/2019,,W,24,68,26,44,59.1,11,17,64.7,5,6,83.3,0,20,20,17,5,3,5,10,12
1294,SAS,SAS @ WAS,11/20/2019,,L,24,63,23,47,48.9,4,14,28.6,13,17,76.5,6,11,17,15,6,4,5,6,-12
1295,HOU,HOU @ DEN,11/20/2019,,L,24,44,14,35,40.0,9,24,37.5,7,10,70.0,2,17,19,9,11,4,0,13,-7
1296,UTA,UTA @ MIN,11/20/2019,,W,24,55,19,44,43.2,9,17,52.9,8,11,72.7,5,18,23,13,3,3,3,9,6
1297,DET,DET @ CHI,11/20/2019,,L,24,34,8,36,22.2,2,15,13.3,16,20,80.0,6,17,23,5,11,1,5,10,-16
1298,GSW,GSW @ DAL,11/20/2019,,L,24,56,21,46,45.7,6,16,37.5,8,12,66.7,5,14,19,11,4,2,2,4,-12
1299,MIA,MIA vs. CLE,11/20/2019,,W,24,49,12,36,33.3,7,17,41.2,18,23,78.3,9,14,23,5,11,4,2,11,-3
1300,PHI,PHI vs. NYK,11/20/2019,,W,24,56,18,39,46.2,8,17,47.1,12,17,70.6,5,15,20,14,7,3,2,10,3
1301,TOR,TOR vs. ORL,11/20/2019,,W,24,52,21,44,47.7,2,9,22.2,8,11,72.7,7,19,26,13,8,2,1,13,6
1302,CHA,CHA @ BKN,11/20/2019,,L,24,40,12,39,30.8,5,17,29.4,11,12,91.7,3,16,19,7,7,3,2,13,-5
1303,CHI,CHI vs. DET,11/20/2019,,W,24,50,20,47,42.6,6,12,50.0,4,9,44.4,6,21,27,11,6,7,4,12,16
1304,DEN,DEN vs. HOU,11/20/2019,,W,24,51,21,47,44.7,4,15,26.7,5,10,50.0,8,18,26,17,9,8,2,11,7
1305,WAS,WAS vs. SAS,11/20/2019,,W,24,75,29,46,63.0,10,13,76.9,7,8,87.5,4,19,23,20,9,2,1,11,12
1306,LAC,LAC vs. BOS,11/20/2019,,W,24,57,21,45,46.7,10,23,43.5,5,6,83.3,5,15,20,14,7,6,4,8,2
1307,BOS,BOS @ LAC,11/20/2019,,L,24,55,20,45,44.4,11,22,50.0,4,4,100.0,9,14,23,13,9,3,1,11,-2
1308,SAC,SAC vs. PHX,11/19/2019,,W,24,58,17,39,43.6,6,16,37.5,18,19,94.7,5,12,17,11,9,3,5,16,-13
1309,POR,POR @ NOP,11/19/2019,,L,24,50,18,46,39.1,10,19,52.6,4,4,100.0,6,16,22,8,9,3,0,12,-12
1310,OKC,OKC @ LAL,11/19/2019,,L,24,54,18,36,50.0,5,13,38.5,13,13,100.0,1,17,18,12,5,5,1,11,5
1311,NOP,NOP vs. POR,11/19/2019,,W,24,62,23,47,48.9,7,19,36.8,9,11,81.8,8,18,26,14,5,6,2,5,12
1312,PHX,PHX @ SAC,11/19/2019,,L,24,71,23,42,54.8,8,17,47.1,17,19,89.5,4,14,18,14,6,4,3,13,13
1313,LAL,LAL vs. OKC,11/19/2019,,W,24,49,19,46,41.3,6,16,37.5,5,9,55.6,10,16,26,12,7,2,5,11,-5
1314,GSW,GSW @ MEM,11/19/2019,,W,24,53,19,43,44.2,5,12,41.7,10,12,83.3,4,19,23,14,8,2,3,12,4
1315,MEM,MEM vs. GSW,11/19/2019,,L,24,49,19,41,46.3,5,14,35.7,6,9,66.7,2,17,19,14,8,4,3,12,-4
1316,MIL,MIL @ CHI,11/18/2019,,W,24,55,16,39,41.0,4,16,25.0,19,26,73.1,4,23,27,10,7,4,5,13,10
1317,POR,POR @ HOU,11/18/2019,,L,24,58,21,49,42.9,6,18,33.3,10,14,71.4,8,14,22,13,10,4,2,8,-10
1318,SAS,SAS @ DAL,11/18/2019,,L,24,61,24,50,48.0,5,14,35.7,8,9,88.9,10,17,27,10,5,3,1,9,3
1319,LAC,LAC vs. OKC,11/18/2019,,W,24,48,17,43,39.5,8,18,44.4,6,9,66.7,8,15,23,13,8,4,2,13,7
1320,BOS,BOS @ PHX,11/18/2019,,W,24,42,17,40,42.5,6,18,33.3,2,3,66.7,3,17,20,10,9,7,1,9,-1
1321,PHX,PHX vs. BOS,11/18/2019,,L,24,43,17,40,42.5,6,19,31.6,3,4,75.0,6,17,23,12,11,5,4,5,1
1322,CHI,CHI vs. MIL,11/18/2019,,L,24,45,15,50,30.0,5,21,23.8,10,13,76.9,9,20,29,8,5,2,4,18,-10
1323,TOR,TOR vs. CHA,11/18/2019,,W,24,72,26,47,55.3,15,22,68.2,5,7,71.4,8,20,28,21,5,6,0,13,32
1324,IND,IND @ BKN,11/18/2019,,W,24,56,22,47,46.8,5,14,35.7,7,10,70.0,5,20,25,12,6,2,2,13,5
1325,MIN,MIN @ UTA,11/18/2019,,W,24,53,17,36,47.2,7,18,38.9,12,14,85.7,1,25,26,10,10,2,6,14,7
1326,CHA,CHA @ TOR,11/18/2019,,L,24,40,14,39,35.9,6,25,24.0,6,12,50.0,6,13,19,10,8,2,4,10,-32
1327,UTA,UTA vs. MIN,11/18/2019,,L,24,46,16,53,30.2,4,16,25.0,10,13,76.9,8,18,26,10,4,3,4,13,-7
1328,HOU,HOU vs. POR,11/18/2019,,W,24,68,26,52,50.0,8,22,36.4,8,11,72.7,10,17,27,15,9,5,5,12,10
1329,NYK,NYK vs. CLE,11/18/2019,,W,24,59,19,42,45.2,2,10,20.0,19,23,82.6,5,16,21,6,4,3,4,15,5
1330,DAL,DAL vs. SAS,11/18/2019,,W,24,58,21,42,50.0,7,19,36.8,9,14,64.3,5,14,19,13,6,3,2,10,-3
1331,BKN,BKN vs. IND,11/18/2019,,L,24,51,16,40,40.0,8,20,40.0,11,17,64.7,3,17,20,10,6,1,4,11,-5
1332,OKC,OKC @ LAC,11/18/2019,,L,24,41,12,34,35.3,5,15,33.3,12,12,100.0,6,19,25,8,12,4,3,11,-7
1333,CLE,CLE @ NYK,11/18/2019,,L,24,54,18,40,45.0,8,21,38.1,10,17,58.8,4,15,19,6,8,2,0,16,-5
1334,GSW,GSW @ NOP,11/17/2019,,L,24,51,20,48,41.7,3,12,25.0,8,8,100.0,4,16,20,13,5,3,0,11,-2
1335,BOS,BOS @ SAC,11/17/2019,,L,24,53,18,43,41.9,5,13,38.5,12,13,92.3,3,18,21,13,3,3,1,7,3
1336,WAS,WAS @ ORL,11/17/2019,,L,24,69,26,49,53.1,14,23,60.9,3,3,100.0,5,12,17,19,3,3,0,13,5
1337,DEN,DEN @ MEM,11/17/2019,,W,24,59,21,39,53.8,10,18,55.6,7,11,63.6,2,12,14,17,7,2,3,13,-6
1338,MEM,MEM vs. DEN,11/17/2019,,L,24,65,22,40,55.0,11,23,47.8,10,12,83.3,4,19,23,20,7,1,1,8,6
1339,ATL,ATL @ LAL,11/17/2019,,L,24,60,22,43,51.2,5,14,35.7,11,15,73.3,6,14,20,9,8,6,1,10,7
1340,SAC,SAC vs. BOS,11/17/2019,,W,24,50,19,44,43.2,8,21,38.1,4,6,66.7,6,18,24,9,7,3,3,13,-3
1341,PHI,PHI @ CLE,11/17/2019,,W,24,46,18,43,41.9,3,12,25.0,7,9,77.8,3,21,24,13,9,2,7,14,-5
1342,ORL,ORL vs. WAS,11/17/2019,,W,24,64,21,41,51.2,7,17,41.2,15,16,93.8,7,18,25,11,7,2,0,7,-5
1343,NOP,NOP vs. GSW,11/17/2019,,W,24,53,17,38,44.7,6,17,35.3,13,16,81.3,3,18,21,10,8,1,3,9,2
1344,LAL,LAL vs. ATL,11/17/2019,,W,24,53,19,40,47.5,8,20,40.0,7,9,77.8,4,11,15,11,10,4,4,10,-7
1345,CLE,CLE vs. PHI,11/17/2019,,L,24,51,18,49,36.7,3,14,21.4,12,14,85.7,6,18,24,9,6,5,2,10,5
1346,HOU,HOU @ MIN,11/16/2019,,W,24,61,21,45,46.7,9,26,34.6,10,10,100.0,4,17,21,6,4,3,3,9,18
1347,LAC,LAC vs. ATL,11/16/2019,,W,24,76,24,42,57.1,11,18,61.1,17,19,89.5,5,20,25,16,11,5,7,14,37
1348,IND,IND vs. MIL,11/16/2019,,L,24,47,18,54,33.3,7,19,36.8,4,5,80.0,9,18,27,10,3,4,1,3,-6
1349,BKN,BKN @ CHI,11/16/2019,,W,24,67,21,40,52.5,5,19,26.3,20,24,83.3,4,19,23,15,7,3,6,13,12
1350,ATL,ATL @ LAC,11/16/2019,,L,24,39,12,41,29.3,2,9,22.2,13,19,68.4,8,8,16,3,10,4,5,17,-37
1351,TOR,TOR @ DAL,11/16/2019,,L,24,42,17,46,37.0,6,19,31.6,2,3,66.7,2,18,20,10,6,4,0,9,-15
1352,MIN,MIN vs. HOU,11/16/2019,,L,24,43,15,37,40.5,6,19,31.6,7,10,70.0,4,17,21,8,11,3,2,10,-18
1353,CHI,CHI vs. BKN,11/16/2019,,L,24,55,17,46,37.0,5,21,23.8,16,17,94.1,6,16,22,8,8,3,1,20,-12
1354,NOP,NOP @ MIA,11/16/2019,,L,24,45,16,37,43.2,10,17,58.8,3,4,75.0,2,8,10,11,10,5,2,8,-10
1355,MIA,MIA vs. NOP,11/16/2019,,W,24,55,23,36,63.9,6,11,54.5,3,4,75.0,3,18,21,12,14,9,1,5,10
1356,POR,POR @ SAS,11/16/2019,,W,24,55,17,51,33.3,2,15,13.3,19,20,95.0,7,21,28,5,6,2,2,10,-3
1357,SAS,SAS vs. POR,11/16/2019,,L,24,58,21,45,46.7,2,8,25.0,14,16,87.5,3,22,25,11,6,5,6,13,3
1358,DAL,DAL vs. TOR,11/16/2019,,W,24,57,18,40,45.0,4,16,25.0,17,18,94.4,5,26,31,13,6,3,4,7,15
1359,CHA,CHA @ NYK,11/16/2019,,W,24,56,20,41,48.8,9,23,39.1,7,9,77.8,6,13,19,12,5,4,0,7,9
1360,NYK,NYK vs. CHA,11/16/2019,,L,24,47,18,39,46.2,3,9,33.3,8,9,88.9,5,14,19,12,6,3,0,10,-9
1361,MIL,MIL @ IND,11/16/2019,,W,24,53,21,45,46.7,7,20,35.0,4,4,100.0,5,24,29,13,8,1,3,7,6
1362,CHA,CHA vs. DET,11/15/2019,,W,24,58,23,49,46.9,10,21,47.6,2,3,66.7,11,13,24,12,6,5,3,9,17
1363,HOU,HOU vs. IND,11/15/2019,,W,24,57,18,44,40.9,7,24,29.2,14,17,82.4,6,13,19,4,3,5,0,12,4
1364,MIN,MIN vs. WAS,11/15/2019,,L,24,43,13,41,31.7,5,22,22.7,12,17,70.6,3,18,21,7,8,2,3,6,-18
1365,GSW,GSW vs. BOS,11/15/2019,,L,24,49,13,38,34.2,1,12,8.3,22,27,81.5,10,21,31,3,13,5,3,10,-4
1366,PHI,PHI @ OKC,11/15/2019,,L,24,58,20,38,52.6,5,12,41.7,13,16,81.3,5,13,18,11,7,2,0,12,5
1367,SAS,SAS @ ORL,11/15/2019,,L,24,53,21,44,47.7,7,12,58.3,4,6,66.7,4,15,19,12,5,2,3,14,-11
1368,ORL,ORL vs. SAS,11/15/2019,,W,24,64,20,43,46.5,8,16,50.0,16,22,72.7,7,18,25,8,3,4,3,7,11
1369,MEM,MEM vs. UTA,11/15/2019,,W,24,54,21,44,47.7,3,14,21.4,9,11,81.8,3,17,20,14,5,2,2,17,-4
1370,SAC,SAC @ LAL,11/15/2019,,L,24,47,17,39,43.6,6,19,31.6,7,7,100.0,4,15,19,10,11,3,0,11,-3
1371,DET,DET @ CHA,11/15/2019,,L,24,41,16,37,43.2,6,17,35.3,3,3,100.0,3,13,16,10,12,1,1,8,-17
1372,OKC,OKC vs. PHI,11/15/2019,,W,24,53,18,34,52.9,3,10,30.0,14,15,93.3,1,11,12,8,5,1,1,14,-5
1373,LAL,LAL vs. SAC,11/15/2019,,W,24,50,19,42,45.2,4,15,26.7,8,8,100.0,4,15,19,11,6,7,4,11,3
1374,WAS,WAS @ MIN,11/15/2019,,W,24,61,25,48,52.1,6,14,42.9,5,9,55.6,6,25,31,20,6,4,5,12,18
1375,BOS,BOS @ GSW,11/15/2019,,W,24,53,20,46,43.5,8,16,50.0,5,9,55.6,7,14,21,13,9,7,1,17,4
1376,UTA,UTA @ MEM,11/15/2019,,L,24,58,14,39,35.9,4,16,25.0,26,30,86.7,5,16,21,6,6,3,3,10,4
1377,IND,IND @ HOU,11/15/2019,,L,24,53,19,37,51.4,3,14,21.4,12,15,80.0,3,13,16,12,9,1,0,14,-4
1378,MIA,MIA @ CLE,11/14/2019,,W,24,40,17,38,44.7,3,13,23.1,3,4,75.0,2,15,17,9,11,7,3,7,-13
1379,NYK,NYK vs. DAL,11/14/2019,,W,24,48,19,44,43.2,7,17,41.2,3,4,75.0,6,16,22,8,8,2,1,10,-2
1380,CLE,CLE vs. MIA,11/14/2019,,L,24,53,21,39,53.8,7,18,38.9,4,6,66.7,3,17,20,11,9,8,2,7,13
1381,PHX,PHX vs. ATL,11/14/2019,,W,24,61,18,40,45.0,5,17,29.4,20,25,80.0,6,16,22,14,11,4,1,11,10
1382,ATL,ATL @ PHX,11/14/2019,,L,24,51,19,46,41.3,4,17,23.5,9,11,81.8,6,15,21,12,9,7,2,17,-10
1383,DEN,DEN vs. BKN,11/14/2019,,W,24,52,23,49,46.9,4,15,26.7,2,5,40.0,10,28,38,11,7,1,2,9,20
1384,BKN,BKN @ DEN,11/14/2019,,L,24,32,11,48,22.9,0,17,0.0,10,10,100.0,5,16,21,3,4,3,1,9,-20
1385,LAC,LAC @ NOP,11/14/2019,,L,24,68,25,41,61.0,5,10,50.0,13,16,81.3,3,15,18,14,9,3,4,11,8
1386,DAL,DAL @ NYK,11/14/2019,,L,24,50,20,42,47.6,6,18,33.3,4,6,66.7,5,15,20,11,7,4,4,7,2
1387,MIL,MIL vs. CHI,11/14/2019,,W,24,59,17,38,44.7,2,15,13.3,23,31,74.2,9,22,31,9,13,5,0,14,10
1388,NOP,NOP vs. LAC,11/14/2019,,W,24,60,20,47,42.6,7,13,53.8,13,18,72.2,10,14,24,13,8,7,2,13,-8
1389,CHI,CHI @ MIL,11/14/2019,,L,24,49,14,42,33.3,7,19,36.8,14,17,82.4,5,16,21,10,12,8,0,17,-10
1390,GSW,GSW @ LAL,11/13/2019,,L,24,39,15,46,32.6,5,22,22.7,4,5,80.0,8,14,22,12,10,2,5,10,-14
1391,PHI,PHI @ ORL,11/13/2019,,L,24,44,16,44,36.4,4,16,25.0,8,12,66.7,7,21,28,8,9,2,1,15,-15
1392,MEM,MEM @ CHA,11/13/2019,,W,24,56,22,41,53.7,7,13,53.8,5,7,71.4,4,20,24,16,11,4,5,9,3
1393,TOR,TOR @ POR,11/13/2019,,W,24,60,23,43,53.5,7,15,46.7,7,8,87.5,7,16,23,12,10,3,6,14,7
1394,LAC,LAC @ HOU,11/13/2019,,L,24,56,22,46,47.8,8,17,47.1,4,8,50.0,6,24,30,10,8,0,2,12,3
1395,ORL,ORL vs. PHI,11/13/2019,,W,24,59,21,46,45.7,4,18,22.2,13,17,76.5,5,19,24,15,4,3,1,14,15
1396,MIN,MIN vs. SAS,11/13/2019,,W,24,63,23,45,51.1,2,14,14.3,15,18,83.3,7,18,25,12,6,7,1,16,8
1397,SAS,SAS @ MIN,11/13/2019,,L,24,55,21,41,51.2,1,8,12.5,12,17,70.6,4,15,19,13,7,3,2,13,-8
1398,WAS,WAS @ BOS,11/13/2019,,L,24,67,24,43,55.8,4,12,33.3,15,19,78.9,4,13,17,15,6,0,3,11,-5
1399,HOU,HOU vs. LAC,11/13/2019,,W,24,53,14,44,31.8,6,21,28.6,19,21,90.5,6,16,22,4,2,5,1,7,-3
1400,CHA,CHA vs. MEM,11/13/2019,,L,24,53,22,48,45.8,8,18,44.4,1,1,100.0,3,15,18,15,6,1,2,7,-3
1401,LAL,LAL vs. GSW,11/13/2019,,W,24,53,19,43,44.2,3,8,37.5,12,13,92.3,6,21,27,12,8,5,4,9,14
1402,BOS,BOS vs. WAS,11/13/2019,,W,24,72,26,50,52.0,9,20,45.0,11,13,84.6,4,13,17,18,4,3,3,16,5
1403,POR,POR vs. TOR,11/13/2019,,L,24,53,17,43,39.5,11,25,44.0,8,10,80.0,3,13,16,11,8,2,3,8,-7
1404,UTA,UTA vs. BKN,11/12/2019,,W,24,66,24,45,53.3,5,13,38.5,13,17,76.5,5,22,27,10,5,4,4,7,20
1405,CHI,CHI vs. NYK,11/12/2019,,W,24,60,22,44,50.0,7,19,36.8,9,11,81.8,7,21,28,13,8,3,0,15,12
1406,DEN,DEN vs. ATL,11/12/2019,,L,24,67,24,52,46.2,7,23,30.4,12,15,80.0,9,14,23,17,2,2,3,15,5
1407,CLE,CLE @ PHI,11/12/2019,,L,24,49,20,46,43.5,2,12,16.7,7,11,63.6,6,17,23,7,6,7,0,4,5
1408,POR,POR @ SAC,11/12/2019,,L,24,50,16,38,42.1,4,15,26.7,14,19,73.7,4,10,14,9,6,2,0,12,-11
1409,OKC,OKC @ IND,11/12/2019,,L,24,43,15,39,38.5,5,15,33.3,8,10,80.0,4,13,17,11,8,3,1,10,-16
1410,PHX,PHX vs. LAL,11/12/2019,,L,24,57,21,45,46.7,8,22,36.4,7,8,87.5,4,15,19,17,6,3,2,13,-6
1411,IND,IND vs. OKC,11/12/2019,,W,24,59,26,43,60.5,5,13,38.5,2,3,66.7,3,16,19,14,6,3,2,8,16
1412,LAL,LAL @ PHX,11/12/2019,,W,24,63,25,49,51.0,5,15,33.3,8,16,50.0,6,18,24,18,4,1,2,10,6
1413,ATL,ATL @ DEN,11/12/2019,,W,24,62,21,40,52.5,6,15,40.0,14,23,60.9,5,15,20,13,8,0,1,12,-5
1414,MIA,MIA vs. DET,11/12/2019,,W,24,58,18,39,46.2,6,17,35.3,16,21,76.2,5,12,17,15,9,2,0,19,-13
1415,PHI,PHI vs. CLE,11/12/2019,,W,24,44,18,42,42.9,5,18,27.8,3,3,100.0,5,19,24,10,10,3,5,12,-5
1416,NYK,NYK @ CHI,11/12/2019,,L,24,48,15,39,38.5,5,20,25.0,13,23,56.5,5,12,17,12,6,5,1,12,-12
1417,DET,DET @ MIA,11/12/2019,,L,24,71,21,35,60.0,9,19,47.4,20,28,71.4,2,14,16,17,8,3,5,19,13
1418,SAC,SAC vs. POR,11/12/2019,,W,24,61,20,37,54.1,7,13,53.8,14,17,82.4,5,20,25,15,8,3,2,14,11
1419,BKN,BKN @ UTA,11/12/2019,,L,24,46,18,49,36.7,6,21,28.6,4,7,57.1,6,16,22,9,10,3,3,13,-20
1420,TOR,TOR @ LAC,11/11/2019,,L,24,42,15,43,34.9,5,15,33.3,7,11,63.6,3,15,18,9,8,4,3,10,-5
1421,DAL,DAL @ BOS,11/11/2019,,L,24,52,19,43,44.2,6,21,28.6,8,14,57.1,6,17,23,8,3,0,2,15,-10
1422,BOS,BOS vs. DAL,11/11/2019,,W,24,62,20,43,46.5,11,20,55.0,11,14,78.6,3,17,20,12,1,1,3,15,10
1423,MIN,MIN @ DET,11/11/2019,,W,24,54,22,46,47.8,6,18,33.3,4,6,66.7,6,17,23,11,8,3,3,9,-9
1424,SAS,SAS vs. MEM,11/11/2019,,L,24,55,20,42,47.6,9,21,42.9,6,8,75.0,3,14,17,16,6,3,1,10,-1
1425,LAC,LAC vs. TOR,11/11/2019,,W,24,47,16,50,32.0,4,18,22.2,11,14,78.6,16,25,41,12,12,4,5,13,5
1426,UTA,UTA @ GSW,11/11/2019,,W,24,53,18,39,46.2,7,18,38.9,10,15,66.7,3,21,24,16,8,1,2,11,-1
1427,DET,DET vs. MIN,11/11/2019,,L,24,63,22,49,44.9,10,19,52.6,9,11,81.8,9,17,26,17,8,6,3,8,9
1428,NOP,NOP vs. HOU,11/11/2019,,L,24,64,22,53,41.5,6,26,23.1,14,15,93.3,5,19,24,13,5,6,1,13,0
1429,GSW,GSW vs. UTA,11/11/2019,,L,24,54,21,48,43.8,6,15,40.0,6,10,60.0,6,17,23,9,3,5,2,12,1
1430,HOU,HOU @ NOP,11/11/2019,,W,24,64,23,42,54.8,8,22,36.4,10,17,58.8,1,23,24,9,9,1,4,12,0
1431,MEM,MEM @ SAS,11/11/2019,,W,24,56,21,42,50.0,6,17,35.3,8,10,80.0,6,17,23,16,5,3,3,8,1
1432,CLE,CLE @ NYK,11/10/2019,,W,24,54,17,38,44.7,3,13,23.1,17,19,89.5,4,16,20,11,7,4,1,12,3
1433,DEN,DEN @ MIN,11/10/2019,,W,24,41,14,38,36.8,4,10,40.0,9,11,81.8,7,19,26,10,11,2,2,17,2
1434,ATL,ATL @ POR,11/10/2019,,L,24,63,23,43,53.5,8,18,44.4,9,10,90.0,5,14,19,11,8,5,2,12,2
1435,CHA,CHA @ PHI,11/10/2019,,L,24,48,18,41,43.9,7,16,43.8,5,6,83.3,2,11,13,9,6,3,1,10,-13
1436,NYK,NYK vs. CLE,11/10/2019,,L,24,51,15,43,34.9,7,16,43.8,14,17,82.4,12,15,27,9,9,4,3,14,-3
1437,TOR,TOR @ LAL,11/10/2019,,W,24,61,22,43,51.2,7,16,43.8,10,14,71.4,4,24,28,14,8,1,6,7,17
1438,IND,IND @ ORL,11/10/2019,,W,24,58,25,44,56.8,5,10,50.0,3,4,75.0,6,22,28,16,4,2,2,7,16
1439,POR,POR vs. ATL,11/10/2019,,W,24,61,23,45,51.1,4,15,26.7,11,15,73.3,6,14,20,7,6,5,4,10,-2
1440,MIN,MIN vs. DEN,11/10/2019,,L,24,39,11,36,30.6,2,17,11.8,15,20,75.0,4,15,19,8,7,4,3,12,-2
1441,ORL,ORL vs. IND,11/10/2019,,L,24,42,15,42,35.7,7,23,30.4,5,6,83.3,2,13,15,10,5,1,5,6,-16
1442,BKN,BKN @ PHX,11/10/2019,,L,24,62,25,51,49.0,3,17,17.6,9,9,100.0,5,19,24,17,7,1,1,11,-8
1443,LAL,LAL vs. TOR,11/10/2019,,L,24,44,16,50,32.0,5,18,27.8,7,10,70.0,8,17,25,13,4,4,4,11,-17
1444,PHI,PHI vs. CHA,11/10/2019,,W,24,61,24,41,58.5,6,14,42.9,7,10,70.0,4,20,24,14,9,4,2,6,13
1445,OKC,OKC vs. MIL,11/10/2019,,L,24,63,23,44,52.3,9,21,42.9,8,13,61.5,2,14,16,15,9,4,1,14,-8
1446,MIL,MIL @ OKC,11/10/2019,,W,24,71,26,43,60.5,5,13,38.5,14,14,100.0,3,22,25,15,11,5,1,12,8
1447,PHX,PHX vs. BKN,11/10/2019,,W,24,70,26,49,53.1,9,20,45.0,9,12,75.0,3,17,20,20,3,4,6,9,8
1448,HOU,HOU @ CHI,11/09/2019,,W,24,67,24,48,50.0,11,24,45.8,8,10,80.0,5,23,28,12,9,8,3,11,22
